house_id,date,date_range,time,white_goods,entertainment,air_conditioners,lighting,ev_charges,meter_reading,consumed_power,fridge,washing_machine,microwave,dishwasher,tv,wifi,laptop,chargers,fans,ac
1,01-01-2024,jan_1,10:30:00,0.0793,0.1008,0.0248,0,0,67565.3005,0.2049,0.0793,0,0,0,0.0532,0.0048,0.0329,0.0099,0.0248,0
1,01-01-2024,jan_1,11:00:00,0.6212,0.0824,0.0242,0,0,67566.0283,0.7278,0.0789,0,0.5423,0,0.0497,0.005,0.0277,0,0.0242,0
1,01-01-2024,jan_1,11:30:00,0.0779,0.08,0.0233,0,0,67566.2095,0.1812,0.0779,0,0,0,0.0453,0.0054,0.0293,0,0.0233,0
1,01-01-2024,jan_1,12:00:00,0.0712,0.0957,0.0274,0,0,67566.4038,0.1943,0.0712,0,0,0,0.0498,0.0046,0.0304,0.0109,0.0274,0
1,01-01-2024,jan_1,12:30:00,0.587,0.0842,0.026,0,0,67567.101,0.6972,0.0728,0,0.5142,0,0.048,0.0047,0.0315,0,0.026,0
1,01-01-2024,jan_1,13:00:00,0.0772,0.0964,0.0274,0,0,67567.302,0.201,0.0772,0,0,0,0.0493,0.0054,0.0322,0.0095,0.0274,0
1,01-01-2024,jan_1,13:30:00,0.0767,0.0809,0.0227,0,0,67567.4823,0.1803,0.0767,0,0,0,0.0461,0.0045,0.0303,0,0.0227,0
1,01-01-2024,jan_1,14:00:00,0.6705,0.0913,0.0233,0,0,67568.2674,0.7851,0.0752,0,0.5953,0,0.0468,0.0054,0.0299,0.0092,0.0233,0
1,01-01-2024,jan_1,14:30:00,0.0785,0.0954,0.0242,0,0,67568.4655,0.1981,0.0785,0,0,0,0.0495,0.0052,0.0311,0.0096,0.0242,0
1,01-01-2024,jan_1,15:00:00,0.6586,0.1011,0.027,0,0,67569.2522,0.7867,0.0765,0,0.5821,0,0.054,0.005,0.0313,0.0108,0.027,0
1,01-01-2024,jan_1,15:30:00,0.5905,0.0879,0.0258,0,0,67569.9564,0.7042,0.0819,0,0.5086,0,0.0513,0.0046,0.032,0,0.0258,0
1,01-01-2024,jan_1,16:00:00,0.5788,0.0869,0.0241,0,0,67570.6462,0.6898,0.0684,0,0.5104,0,0.0539,0.005,0.028,0,0.0241,0
1,01-01-2024,jan_1,16:30:00,0.6038,0.0864,0.0273,0,0,67571.3637,0.7175,0.0678,0,0.536,0,0.0488,0.0053,0.0323,0,0.0273,0
1,01-01-2024,jan_1,17:00:00,0.5783,0.0849,0.0241,0,0,67572.051,0.6873,0.0709,0,0.5074,0,0.0496,0.0049,0.0304,0,0.0241,0
1,01-01-2024,jan_1,17:30:00,0.6321,0.0832,0.0275,0,0,67572.7938,0.7428,0.0766,0,0.5555,0,0.0493,0.0049,0.029,0,0.0275,0
1,01-01-2024,jan_1,18:00:00,0.6267,0.0958,0.0243,0,0,67573.5406,0.7468,0.0735,0,0.5532,0,0.0508,0.005,0.0306,0.0094,0.0243,0
1,01-01-2024,jan_1,18:30:00,0.5861,0.0957,0.0259,0,0,67574.2483,0.7077,0.0783,0,0.5078,0,0.0475,0.0047,0.0327,0.0108,0.0259,0
1,01-01-2024,jan_1,19:00:00,0.068,0.0906,0.0253,0,0,67574.4322,0.1839,0.068,0,0,0,0.0528,0.0055,0.0323,0,0.0253,0
1,01-01-2024,jan_1,19:30:00,0.6189,0.0937,0.0264,0,0,67575.1712,0.739,0.0722,0,0.5467,0,0.0482,0.005,0.0303,0.0102,0.0264,0
1,01-01-2024,jan_1,20:00:00,0.5817,0.0947,0.0269,0,0,67575.8745,0.7033,0.0737,0,0.508,0,0.0504,0.005,0.0285,0.0108,0.0269,0
1,01-01-2024,jan_1,20:30:00,0.0734,0.1013,0.0238,0,0,67576.073,0.1985,0.0734,0,0,0,0.0527,0.005,0.033,0.0106,0.0238,0
1,01-01-2024,jan_1,21:00:00,0.0694,0.0052,0.0239,0,0,67576.1715,0.0985,0.0694,0,0,0,0,0.0052,0,0,0.0239,0
1,01-01-2024,jan_1,21:30:00,0.0775,0.0052,0.0229,0,0,67576.2771,0.1056,0.0775,0,0,0,0,0.0052,0,0,0.0229,0
1,01-01-2024,jan_1,22:00:00,0.0777,0.014,0.948,0,0,67577.3168,1.0397,0.0777,0,0,0,0,0.005,0,0.009,0,0.948
1,01-01-2024,jan_1,22:30:00,0.076,0.0055,0.9964,0,0,67578.3947,1.0779,0.076,0,0,0,0,0.0055,0,0,0,0.9964
1,01-01-2024,jan_1,23:00:00,0.0768,0.0143,0.9064,0,0,67579.3922,0.9975,0.0768,0,0,0,0,0.0049,0,0.0094,0,0.9064
1,01-01-2024,jan_1,23:30:00,0.5907,0.0047,1.0819,0,0,67581.0695,1.6773,0.0767,0,0.514,0,0,0.0047,0,0,0,1.0819
1,02-01-2024,jan_1,00:00:00,0.0802,0.0146,1.0892,0,0,67582.2535,1.184,0.0802,0,0,0,0,0.005,0,0.0096,0,1.0892
1,02-01-2024,jan_1,00:30:00,0.0676,0.0143,0.9565,0,0,67583.2919,1.0384,0.0676,0,0,0,0,0.0052,0,0.0091,0,0.9565
1,02-01-2024,jan_1,01:00:00,0.0676,0.0154,0.9492,0,0,67584.3241,1.0322,0.0676,0,0,0,0,0.0054,0,0.01,0,0.9492
1,02-01-2024,jan_1,01:30:00,0.0736,0.0157,1.0799,0,0,67585.4933,1.1692,0.0736,0,0,0,0,0.005,0,0.0107,0,1.0799
1,02-01-2024,jan_1,02:00:00,0.071,0.016,0.9739,0,0,67586.5542,1.0609,0.071,0,0,0,0,0.0053,0,0.0107,0,0.9739
1,02-01-2024,jan_1,02:30:00,0.0786,0.0051,0.9624,0,0,67587.6003,1.0461,0.0786,0,0,0,0,0.0051,0,0,0,0.9624
1,02-01-2024,jan_1,03:00:00,0.5948,0.0163,1.0663,0,0,67589.2777,1.6774,0.0752,0,0.5196,0,0,0.0053,0,0.011,0,1.0663
1,02-01-2024,jan_1,03:30:00,0.0803,0.0048,1.0724,0,0,67590.4352,1.1575,0.0803,0,0,0,0,0.0048,0,0,0,1.0724
1,02-01-2024,jan_1,04:00:00,0.0777,0.0157,1.0963,0,0,67591.6249,1.1897,0.0777,0,0,0,0,0.0051,0,0.0106,0,1.0963
1,02-01-2024,jan_1,04:30:00,0.0716,0.0052,1.0264,0,0,67592.7281,1.1032,0.0716,0,0,0,0,0.0052,0,0,0,1.0264
1,02-01-2024,jan_1,05:00:00,0.5944,0.005,1.0997,0,0,67594.4272,1.6991,0.0722,0,0.5222,0,0,0.005,0,0,0,1.0997
1,02-01-2024,jan_1,05:30:00,0.0713,0.0146,0.9887,0,0,67595.5018,1.0746,0.0713,0,0,0,0,0.005,0,0.0096,0,0.9887
1,02-01-2024,jan_1,06:00:00,0.0807,0.0047,0.0274,0,0,67595.6146,0.1128,0.0807,0,0,0,0,0.0047,0,0,0.0274,0
1,02-01-2024,jan_1,06:30:00,0.5775,0.0054,0.0246,0,0,67596.2221,0.6075,0.0683,0,0.5092,0,0,0.0054,0,0,0.0246,0
1,02-01-2024,jan_1,07:00:00,0.6303,0.0049,0.0246,0,0,67596.8819,0.6598,0.0801,0,0.5502,0,0,0.0049,0,0,0.0246,0
1,02-01-2024,jan_1,07:30:00,0.0795,0.0053,0.0244,0,0,67596.9911,0.1092,0.0795,0,0,0,0,0.0053,0,0,0.0244,0
1,02-01-2024,jan_1,08:00:00,0.5798,0.0155,0.0243,0,0,67597.6107,0.6196,0.0782,0,0.5016,0,0,0.0055,0,0.01,0.0243,0
1,02-01-2024,jan_1,08:30:00,0.0824,0.0054,0.0236,0,0,67597.7221,0.1114,0.0824,0,0,0,0,0.0054,0,0,0.0236,0
1,02-01-2024,jan_1,09:00:00,0.5708,0.0157,0.0266,0,0,67598.3352,0.6131,0.0734,0,0.4974,0,0,0.0051,0,0.0106,0.0266,0
1,02-01-2024,jan_1,09:30:00,0.6619,0.0143,0.0266,0,0,67599.038,0.7028,0.0786,0,0.5833,0,0,0.0049,0,0.0094,0.0266,0
1,02-01-2024,jan_1,10:00:00,0.6529,0.0866,0.027,0,0,67599.8045,0.7665,0.0759,0,0.577,0,0.0519,0.0055,0.0292,0,0.027,0
1,02-01-2024,jan_1,10:30:00,0.0794,0.0831,0.0253,0,0,67599.9923,0.1878,0.0794,0,0,0,0.046,0.0046,0.0325,0,0.0253,0
1,02-01-2024,jan_1,11:00:00,0.0816,0.0852,0.0234,0,0,67600.1825,0.1902,0.0816,0,0,0,0.0522,0.005,0.028,0,0.0234,0
1,02-01-2024,jan_1,11:30:00,0.6071,0.0822,0.0239,0,0,67600.8957,0.7132,0.0716,0,0.5355,0,0.045,0.0051,0.0321,0,0.0239,0
1,02-01-2024,jan_1,12:00:00,0.6449,0.0852,0.0267,0,0,67601.6525,0.7568,0.0684,0,0.5765,0,0.0511,0.005,0.0291,0,0.0267,0
1,02-01-2024,jan_1,12:30:00,0.0716,0.0842,0.0236,0,0,67601.8319,0.1794,0.0716,0,0,0,0.0472,0.0045,0.0325,0,0.0236,0
1,02-01-2024,jan_1,13:00:00,0.5922,0.0962,0.0251,0,0,67602.5454,0.7135,0.0729,0,0.5193,0,0.052,0.0046,0.0293,0.0103,0.0251,0
1,02-01-2024,jan_1,13:30:00,0.5909,0.098,0.0246,0,0,67603.2589,0.7135,0.0824,0,0.5085,0,0.0544,0.0051,0.0279,0.0106,0.0246,0
1,02-01-2024,jan_1,14:00:00,0.0764,0.0917,0.0254,0,0,67603.4524,0.1935,0.0764,0,0,0,0.0495,0.005,0.0271,0.0101,0.0254,0
1,02-01-2024,jan_1,14:30:00,0.5695,0.0876,0.0234,0,0,67604.1329,0.6805,0.0701,0,0.4994,0,0.0515,0.005,0.0311,0,0.0234,0
1,02-01-2024,jan_1,15:00:00,0.6704,0.087,0.0233,0,0,67604.9136,0.7807,0.0781,0,0.5923,0,0.0545,0.0049,0.0276,0,0.0233,0
1,02-01-2024,jan_1,15:30:00,0.5975,0.1025,0.0274,0,0,67605.641,0.7274,0.0733,0,0.5242,0,0.0546,0.0046,0.0328,0.0105,0.0274,0
1,02-01-2024,jan_1,16:00:00,0.6609,0.0993,0.027,0,0,67606.4282,0.7872,0.069,0,0.5919,0,0.053,0.0051,0.0306,0.0106,0.027,0
1,02-01-2024,jan_1,16:30:00,0.6378,0.0891,0.0258,0,0,67607.1809,0.7527,0.0762,0,0.5616,0,0.0513,0.0053,0.0325,0,0.0258,0
1,02-01-2024,jan_1,17:00:00,0.0792,0.0906,0.0255,0,0,67607.3762,0.1953,0.0792,0,0,0,0.0474,0.005,0.029,0.0092,0.0255,0
1,02-01-2024,jan_1,17:30:00,0.0805,0.0944,0.0258,0,0,67607.5769,0.2007,0.0805,0,0,0,0.0523,0.0047,0.0281,0.0093,0.0258,0
1,02-01-2024,jan_1,18:00:00,0.075,0.079,0.0247,0,0,67607.7556,0.1787,0.075,0,0,0,0.0457,0.0052,0.0281,0,0.0247,0
1,02-01-2024,jan_1,18:30:00,0.6336,0.0874,0.0234,0,0,67608.5,0.7444,0.078,0,0.5556,0,0.0526,0.0052,0.0296,0,0.0234,0
1,02-01-2024,jan_1,19:00:00,0.5767,0.0842,0.0273,0,0,67609.1882,0.6882,0.0787,0,0.498,0,0.0488,0.0049,0.0305,0,0.0273,0
1,02-01-2024,jan_1,19:30:00,0.0805,0.0902,0.0258,0,0,67609.3847,0.1965,0.0805,0,0,0,0.0465,0.0047,0.0281,0.0109,0.0258,0
1,02-01-2024,jan_1,20:00:00,0.6289,0.0817,0.0271,0,0,67610.1224,0.7377,0.0731,0,0.5558,0,0.0457,0.0052,0.0308,0,0.0271,0
1,02-01-2024,jan_1,20:30:00,0.6719,0.0968,0.027,0,0,67610.9181,0.7957,0.0718,0,0.6001,0,0.0505,0.0048,0.0307,0.0108,0.027,0
1,02-01-2024,jan_1,21:00:00,0.081,0.0147,0.0272,0,0,67611.041,0.1229,0.081,0,0,0,0,0.0053,0,0.0094,0.0272,0
1,02-01-2024,jan_1,21:30:00,0.0751,0.0046,0.0243,0,0,67611.145,0.104,0.0751,0,0,0,0,0.0046,0,0,0.0243,0
1,02-01-2024,jan_1,22:00:00,0.6014,0.0047,1.0426,0,0,67612.7937,1.6487,0.078,0,0.5234,0,0,0.0047,0,0,0,1.0426
1,02-01-2024,jan_1,22:30:00,0.6406,0.015,1.0683,0,0,67614.5176,1.7239,0.079,0,0.5616,0,0,0.0047,0,0.0103,0,1.0683
1,02-01-2024,jan_1,23:00:00,0.6628,0.0159,1.0869,0,0,67616.2832,1.7656,0.0804,0,0.5824,0,0,0.0055,0,0.0104,0,1.0869
1,02-01-2024,jan_1,23:30:00,0.572,0.0159,1.0729,0,0,67617.944,1.6608,0.0697,0,0.5023,0,0,0.005,0,0.0109,0,1.0729
1,03-01-2024,jan_1,00:00:00,0.0786,0.0049,1.0789,0,0,67619.1064,1.1624,0.0786,0,0,0,0,0.0049,0,0,0,1.0789
1,03-01-2024,jan_1,00:30:00,0.5882,0.0147,0.9551,0,0,67620.6644,1.558,0.0782,0,0.51,0,0,0.005,0,0.0097,0,0.9551
1,03-01-2024,jan_1,01:00:00,0.6769,0.0045,1.0689,0,0,67622.4147,1.7503,0.0814,0,0.5955,0,0,0.0045,0,0,0,1.0689
1,03-01-2024,jan_1,01:30:00,0.0804,0.0153,1.0496,0,0,67623.56,1.1453,0.0804,0,0,0,0,0.0053,0,0.01,0,1.0496
1,03-01-2024,jan_1,02:00:00,0.6611,0.0054,1.0983,0,0,67625.3248,1.7648,0.0821,0,0.579,0,0,0.0054,0,0,0,1.0983
1,03-01-2024,jan_1,02:30:00,0.613,0.0142,0.9037,0,0,67626.8557,1.5309,0.0799,0,0.5331,0,0,0.0048,0,0.0094,0,0.9037
1,03-01-2024,jan_1,03:00:00,0.0789,0.0161,0.9331,0,0,67627.8838,1.0281,0.0789,0,0,0,0,0.0052,0,0.0109,0,0.9331
1,03-01-2024,jan_1,03:30:00,0.0735,0.0051,0.9594,0,0,67628.9218,1.038,0.0735,0,0,0,0,0.0051,0,0,0,0.9594
1,03-01-2024,jan_1,04:00:00,0.6603,0.0051,1.0431,0,0,67630.6303,1.7085,0.0712,0,0.5891,0,0,0.0051,0,0,0,1.0431
1,03-01-2024,jan_1,04:30:00,0.6473,0.0148,0.9222,0,0,67632.2146,1.5843,0.0717,0,0.5756,0,0,0.0051,0,0.0097,0,0.9222
1,03-01-2024,jan_1,05:00:00,0.6101,0.0142,0.925,0,0,67633.7639,1.5493,0.0724,0,0.5377,0,0,0.0047,0,0.0095,0,0.925
1,03-01-2024,jan_1,05:30:00,0.0821,0.0147,0.926,0,0,67634.7867,1.0228,0.0821,0,0,0,0,0.0049,0,0.0098,0,0.926
1,03-01-2024,jan_1,06:00:00,0.5926,0.0149,0.0227,0,0,67635.4169,0.6302,0.0679,0,0.5247,0,0,0.0051,0,0.0098,0.0227,0
1,03-01-2024,jan_1,06:30:00,0.6745,0.0146,0.0231,0,0,67636.1291,0.7122,0.0785,0,0.596,0,0,0.0046,0,0.01,0.0231,0
1,03-01-2024,jan_1,07:00:00,0.6286,0.0052,0.0269,0,0,67636.7898,0.6607,0.07,0,0.5586,0,0,0.0052,0,0,0.0269,0
1,03-01-2024,jan_1,07:30:00,0.0782,0.0153,0.0229,0,0,67636.9062,0.1164,0.0782,0,0,0,0,0.0049,0,0.0104,0.0229,0
1,03-01-2024,jan_1,08:00:00,0.0765,0.0052,0.0258,0,0,67637.0137,0.1075,0.0765,0,0,0,0,0.0052,0,0,0.0258,0
1,03-01-2024,jan_1,08:30:00,0.6637,0.0138,0.0234,0,0,67637.7146,0.7009,0.0792,0,0.5845,0,0,0.0048,0,0.009,0.0234,0
1,03-01-2024,jan_1,09:00:00,0.6265,0.015,0.0242,0,0,67638.3803,0.6657,0.0795,0,0.547,0,0,0.005,0,0.01,0.0242,0
1,03-01-2024,jan_1,09:30:00,0.5803,0.0152,0.0265,0,0,67639.0023,0.622,0.0691,0,0.5112,0,0,0.0049,0,0.0103,0.0265,0
1,03-01-2024,jan_1,10:00:00,0.0802,0.0992,0.0259,0,0,67639.2076,0.2053,0.0802,0,0,0,0.0505,0.0054,0.0326,0.0107,0.0259,0
1,03-01-2024,jan_1,10:30:00,0.0779,0.0846,0.0244,0,0,67639.3945,0.1869,0.0779,0,0,0,0.0493,0.0048,0.0305,0,0.0244,0
1,03-01-2024,jan_1,11:00:00,0.0801,0.0977,0.0235,0,0,67639.5958,0.2013,0.0801,0,0,0,0.0538,0.0054,0.0291,0.0094,0.0235,0
1,03-01-2024,jan_1,11:30:00,0.6443,0.0977,0.0246,0,0,67640.3624,0.7666,0.0707,0,0.5736,0,0.0526,0.0052,0.0304,0.0095,0.0246,0
1,03-01-2024,jan_1,12:00:00,0.6758,0.0999,0.0256,0,0,67641.1637,0.8013,0.0802,0,0.5956,0,0.0524,0.0049,0.0323,0.0103,0.0256,0
1,03-01-2024,jan_1,12:30:00,0.6053,0.0968,0.0235,0,0,67641.8893,0.7256,0.0681,0,0.5372,0,0.0514,0.0052,0.0311,0.0091,0.0235,0
1,03-01-2024,jan_1,13:00:00,0.0813,0.0856,0.0233,0,0,67642.0795,0.1902,0.0813,0,0,0,0.0522,0.0047,0.0287,0,0.0233,0
1,03-01-2024,jan_1,13:30:00,0.6201,0.0964,0.0272,0,0,67642.8232,0.7437,0.0794,0,0.5407,0,0.0516,0.0053,0.0304,0.0091,0.0272,0
1,03-01-2024,jan_1,14:00:00,0.0699,0.0826,0.0246,0,0,67643.0003,0.1771,0.0699,0,0,0,0.0491,0.0045,0.029,0,0.0246,0
1,03-01-2024,jan_1,14:30:00,0.0684,0.1018,0.0263,0,0,67643.1968,0.1965,0.0684,0,0,0,0.0536,0.005,0.0328,0.0104,0.0263,0
1,03-01-2024,jan_1,15:00:00,0.5906,0.0988,0.0233,0,0,67643.9095,0.7127,0.0725,0,0.5181,0,0.0544,0.0053,0.029,0.0101,0.0233,0
1,03-01-2024,jan_1,15:30:00,0.0706,0.0858,0.025,0,0,67644.0909,0.1814,0.0706,0,0,0,0.0495,0.0046,0.0317,0,0.025,0
1,03-01-2024,jan_1,16:00:00,0.5847,0.0964,0.0244,0,0,67644.7964,0.7055,0.0806,0,0.5041,0,0.0536,0.0053,0.0273,0.0102,0.0244,0
1,03-01-2024,jan_1,16:30:00,0.0694,0.079,0.0244,0,0,67644.9692,0.1728,0.0694,0,0,0,0.0464,0.0052,0.0274,0,0.0244,0
1,03-01-2024,jan_1,17:00:00,0.0739,0.08,0.0274,0,0,67645.1505,0.1813,0.0739,0,0,0,0.0467,0.0046,0.0287,0,0.0274,0
1,03-01-2024,jan_1,17:30:00,0.0683,0.089,0.0268,0,0,67645.3346,0.1841,0.0683,0,0,0,0.0471,0.0046,0.0276,0.0097,0.0268,0
1,03-01-2024,jan_1,18:00:00,0.6515,0.086,0.0244,0,0,67646.0965,0.7619,0.0724,0,0.5791,0,0.0503,0.0055,0.0302,0,0.0244,0
1,03-01-2024,jan_1,18:30:00,0.5674,0.0841,0.0243,0,0,67646.7723,0.6758,0.0683,0,0.4991,0,0.049,0.0053,0.0298,0,0.0243,0
1,03-01-2024,jan_1,19:00:00,0.6549,0.0804,0.027,0,0,67647.5346,0.7623,0.0716,0,0.5833,0,0.0476,0.0054,0.0274,0,0.027,0
1,03-01-2024,jan_1,19:30:00,0.5861,0.0964,0.0255,0,0,67648.2426,0.708,0.0754,0,0.5107,0,0.0534,0.0046,0.0278,0.0106,0.0255,0
1,03-01-2024,jan_1,20:00:00,0.5907,0.0987,0.027,0,0,67648.959,0.7164,0.0716,0,0.5191,0,0.0516,0.0051,0.0313,0.0107,0.027,0
1,03-01-2024,jan_1,20:30:00,0.0793,0.084,0.0227,0,0,67649.145,0.186,0.0793,0,0,0,0.0508,0.005,0.0282,0,0.0227,0
1,03-01-2024,jan_1,21:00:00,0.6095,0.0151,0.0227,0,0,67649.7923,0.6473,0.0799,0,0.5296,0,0,0.0054,0,0.0097,0.0227,0
1,03-01-2024,jan_1,21:30:00,0.0755,0.0145,0.0249,0,0,67649.9072,0.1149,0.0755,0,0,0,0,0.0048,0,0.0097,0.0249,0
1,03-01-2024,jan_1,22:00:00,0.0796,0.005,1.0285,0,0,67651.0203,1.1131,0.0796,0,0,0,0,0.005,0,0,0,1.0285
1,03-01-2024,jan_1,22:30:00,0.0761,0.0052,0.9618,0,0,67652.0634,1.0431,0.0761,0,0,0,0,0.0052,0,0,0,0.9618
1,03-01-2024,jan_1,23:00:00,0.0791,0.0157,1.0265,0,0,67653.1847,1.1213,0.0791,0,0,0,0,0.0049,0,0.0108,0,1.0265
1,03-01-2024,jan_1,23:30:00,0.0819,0.0055,0.9262,0,0,67654.1983,1.0136,0.0819,0,0,0,0,0.0055,0,0,0,0.9262
1,04-01-2024,jan_1,00:00:00,0.5714,0.0155,1.0642,0,0,67655.8494,1.6511,0.0704,0,0.501,0,0,0.0052,0,0.0103,0,1.0642
1,04-01-2024,jan_1,00:30:00,0.0751,0.0153,1.0231,0,0,67656.9629,1.1135,0.0751,0,0,0,0,0.0052,0,0.0101,0,1.0231
1,04-01-2024,jan_1,01:00:00,0.6038,0.0154,0.9307,0,0,67658.5128,1.5499,0.0813,0,0.5225,0,0,0.0049,0,0.0105,0,0.9307
1,04-01-2024,jan_1,01:30:00,0.6592,0.0148,1.0106,0,0,67660.1974,1.6846,0.0724,0,0.5868,0,0,0.0053,0,0.0095,0,1.0106
1,04-01-2024,jan_1,02:00:00,0.64,0.015,0.9926,0,0,67661.845,1.6476,0.0676,0,0.5724,0,0,0.0048,0,0.0102,0,0.9926
1,04-01-2024,jan_1,02:30:00,0.6703,0.0157,1.0824,0,0,67663.6134,1.7684,0.0711,0,0.5992,0,0,0.005,0,0.0107,0,1.0824
1,04-01-2024,jan_1,03:00:00,0.0704,0.0143,0.9317,0,0,67664.6298,1.0164,0.0704,0,0,0,0,0.0049,0,0.0094,0,0.9317
1,04-01-2024,jan_1,03:30:00,0.5851,0.0054,0.9629,0,0,67666.1832,1.5534,0.0737,0,0.5114,0,0,0.0054,0,0,0,0.9629
1,04-01-2024,jan_1,04:00:00,0.6072,0.0055,0.9032,0,0,67667.6991,1.5159,0.0779,0,0.5293,0,0,0.0055,0,0,0,0.9032
1,04-01-2024,jan_1,04:30:00,0.619,0.0053,1.0949,0,0,67669.4183,1.7192,0.072,0,0.547,0,0,0.0053,0,0,0,1.0949
1,04-01-2024,jan_1,05:00:00,0.0696,0.0163,1.0455,0,0,67670.5497,1.1314,0.0696,0,0,0,0,0.0053,0,0.011,0,1.0455
1,04-01-2024,jan_1,05:30:00,0.0767,0.016,0.9359,0,0,67671.5783,1.0286,0.0767,0,0,0,0,0.0054,0,0.0106,0,0.9359
1,04-01-2024,jan_1,06:00:00,0.0773,0.005,0.0255,0,0,67671.6861,0.1078,0.0773,0,0,0,0,0.005,0,0,0.0255,0
1,04-01-2024,jan_1,06:30:00,0.0756,0.0149,0.023,0,0,67671.7996,0.1135,0.0756,0,0,0,0,0.0054,0,0.0095,0.023,0
1,04-01-2024,jan_1,07:00:00,0.079,0.0051,0.0273,0,0,67671.911,0.1114,0.079,0,0,0,0,0.0051,0,0,0.0273,0
1,04-01-2024,jan_1,07:30:00,0.631,0.0053,0.0227,0,0,67672.57,0.659,0.082,0,0.549,0,0,0.0053,0,0,0.0227,0
1,04-01-2024,jan_1,08:00:00,0.6636,0.0156,0.0271,0,0,67673.2763,0.7063,0.0698,0,0.5938,0,0,0.005,0,0.0106,0.0271,0
1,04-01-2024,jan_1,08:30:00,0.6201,0.0136,0.0249,0,0,67673.9349,0.6586,0.0805,0,0.5396,0,0,0.0046,0,0.009,0.0249,0
1,04-01-2024,jan_1,09:00:00,0.6567,0.015,0.0229,0,0,67674.6295,0.6946,0.0752,0,0.5815,0,0,0.005,0,0.01,0.0229,0
1,04-01-2024,jan_1,09:30:00,0.0691,0.0145,0.0253,0,0,67674.7384,0.1089,0.0691,0,0,0,0,0.0052,0,0.0093,0.0253,0
1,04-01-2024,jan_1,10:00:00,0.0815,0.0986,0.0243,0,0,67674.9428,0.2044,0.0815,0,0,0,0.0511,0.0051,0.032,0.0104,0.0243,0
