house_id,date,time,white_goods,entertainment,air_conditioners,lighting,ev_charges,meter_reading
1,2024-01-02,22:00:00,0.6419,0.0054,1.0168,0.0377,0.0,67611.962
1,2024-01-02,22:30:00,0.0743,0.0145,1.0247,0.0433,0.0,67613.1188
1,2024-01-02,23:00:00,0.0755,0.0146,1.0394,0.0,0.0,67614.2483
1,2024-01-02,23:30:00,0.0682,0.0052,0.9358,0.0,0.0,67615.2575
1,2024-01-03,00:00:00,0.6363,0.0055,0.9262,0.0,0.0,67616.8255
1,2024-01-03,00:30:00,0.0734,0.0051,0.9011,0.0,0.0,67617.8051
1,2024-01-03,01:00:00,0.0775,0.0054,1.0683,0.0,0.0,67618.9563
1,2024-01-03,01:30:00,0.0825,0.0142,0.9273,0.0,0.0,67619.9803
1,2024-01-03,02:00:00,0.6476,0.0049,1.0035,0.0,0.0,67621.6363
1,2024-01-03,02:30:00,0.0816,0.0162,1.091,0.0,0.0,67622.8251
1,2024-01-03,03:00:00,0.5984,0.0146,1.0217,0.0,0.0,67624.4598
1,2024-01-03,03:30:00,0.6843,0.0055,1.0033,0.0,0.0,67626.1529
1,2024-01-03,04:00:00,0.0681,0.0053,0.9549,0.0,0.0,67627.1812
1,2024-01-03,04:30:00,0.0726,0.005,1.0937,0.0,0.0,67628.3525
1,2024-01-03,05:00:00,0.0698,0.0144,0.9981,0.0,0.0,67629.4348
1,2024-01-03,05:30:00,0.069,0.0152,0.9682,0.0,0.0,67630.4872
1,2024-01-03,06:00:00,0.6521,0.0144,0.0241,0.0,0.0,67631.1778
1,2024-01-03,06:30:00,0.6648,0.0149,0.0248,0.0,0.0,67631.8823
1,2024-01-03,07:00:00,0.0725,0.0153,0.0272,0.0,0.0,67631.9973
1,2024-01-03,07:30:00,0.6581,0.0142,0.0264,0.0,0.0,67632.696
1,2024-01-03,08:00:00,0.5903,0.0151,0.0271,0.0,0.0,67633.3285
1,2024-01-03,08:30:00,0.073,0.0152,0.025,0.0,0.0,67633.4417
1,2024-01-03,09:00:00,0.6822,0.0051,0.0275,0.0,0.0,67634.1565
1,2024-01-03,09:30:00,0.0689,0.0157,0.0244,0.0,0.0,67634.2655
1,2024-01-03,10:00:00,0.6197,0.0942,0.0242,0.0,0.0,67635.0036
1,2024-01-03,10:30:00,0.0741,0.0877,0.0272,0.0,0.0,67635.1926
1,2024-01-03,11:00:00,0.0727,0.0851,0.0233,0.0,0.0,67635.3737
1,2024-01-03,11:30:00,0.0736,0.0956,0.0256,0.0,0.0,67635.5685
1,2024-01-03,12:00:00,0.575,0.0901,0.0271,0.0,0.0,67636.2607
1,2024-01-03,12:30:00,0.0745,0.0848,0.0272,0.0,0.0,67636.4472
1,2024-01-03,13:00:00,0.6229,0.0928,0.024,0.0,0.0,67637.1869
1,2024-01-03,13:30:00,0.6307,0.0785,0.0252,0.0,0.0,67637.9213
1,2024-01-03,14:00:00,0.6421,0.0874,0.0252,0.0,0.0,67638.676
1,2024-01-03,14:30:00,0.628,0.094,0.0249,0.0,0.0,67639.4229
1,2024-01-03,15:00:00,0.08,0.093,0.0236,0.0,0.0,67639.6195
1,2024-01-03,15:30:00,0.0782,0.0873,0.0256,0.0,0.0,67639.8106
1,2024-01-03,16:00:00,0.6471,0.0961,0.024,0.0,0.0,67640.5778
1,2024-01-03,16:30:00,0.6764,0.0886,0.0252,0.0,0.0,67641.368
1,2024-01-03,17:00:00,0.635,0.083,0.0241,0.0,0.0,67642.1101
1,2024-01-03,17:30:00,0.6093,0.0824,0.0233,0.0,0.0,67642.8251
1,2024-01-03,18:00:00,0.6406,0.0885,0.0272,0.0437,0.0,67643.6251
1,2024-01-03,18:30:00,0.068,0.1004,0.025,0.0394,0.0,67643.8579
1,2024-01-03,19:00:00,0.068,0.0944,0.0234,0.0411,0.0,67644.0848
1,2024-01-03,19:30:00,0.0752,0.0903,0.0261,0.0408,0.0,67644.3172
1,2024-01-03,20:00:00,0.0717,0.0959,0.0274,0.0407,0.0,67644.5529
1,2024-01-03,20:30:00,0.0746,0.0996,0.0252,0.0386,0.0,67644.7909
1,2024-01-03,21:00:00,0.599,0.005,0.0246,0.041,0.0,67645.4605
1,2024-01-03,21:30:00,0.0792,0.0149,0.0231,0.0366,0.0,67645.6143
1,2024-01-03,22:00:00,0.0788,0.014,0.9495,0.0365,0.0,67646.6931
1,2024-01-03,22:30:00,0.0692,0.0142,0.9782,0.0421,0.0,67647.7968
1,2024-01-03,23:00:00,0.5662,0.0053,1.0702,0.0,0.0,67649.4385
1,2024-01-03,23:30:00,0.0729,0.005,0.9099,0.0,0.0,67650.4263
1,2024-01-04,00:00:00,0.0768,0.0047,1.0187,0.0,0.0,67651.5265
1,2024-01-04,00:30:00,0.6219,0.0049,1.0491,0.0,0.0,67653.2024
1,2024-01-04,01:00:00,0.0725,0.0155,0.9457,0.0,0.0,67654.2361
1,2024-01-04,01:30:00,0.0798,0.0146,1.0422,0.0,0.0,67655.3727
1,2024-01-04,02:00:00,0.6126,0.0046,0.9097,0.0,0.0,67656.8996
1,2024-01-04,02:30:00,0.6146,0.0045,0.9603,0.0,0.0,67658.479
1,2024-01-04,03:00:00,0.0796,0.0046,0.9201,0.0,0.0,67659.4833
1,2024-01-04,03:30:00,0.0799,0.005,1.0358,0.0,0.0,67660.604
1,2024-01-04,04:00:00,0.0722,0.0145,1.0515,0.0,0.0,67661.7422
1,2024-01-04,04:30:00,0.6076,0.0051,0.962,0.0,0.0,67663.3169
1,2024-01-04,05:00:00,0.0764,0.0053,0.9239,0.0,0.0,67664.3225
1,2024-01-04,05:30:00,0.0791,0.0155,0.94,0.0,0.0,67665.3571
1,2024-01-04,06:00:00,0.0813,0.0049,0.0233,0.0,0.0,67665.4666
1,2024-01-04,06:30:00,0.6634,0.0046,0.0274,0.0,0.0,67666.162
1,2024-01-04,07:00:00,0.0729,0.0048,0.026,0.0,0.0,67666.2657
1,2024-01-04,07:30:00,0.0698,0.0054,0.0266,0.0,0.0,67666.3675
1,2024-01-04,08:00:00,0.6735,0.0156,0.0249,0.0,0.0,67667.0815
1,2024-01-04,08:30:00,0.0794,0.0054,0.0262,0.0,0.0,67667.1925
1,2024-01-04,09:00:00,0.6569,0.0148,0.0254,0.0,0.0,67667.8896
1,2024-01-04,09:30:00,0.6712,0.0049,0.0249,0.0,0.0,67668.5906
1,2024-01-04,10:00:00,0.6288,0.0782,0.0252,0.0,0.0,67669.3228
1,2024-01-04,10:30:00,0.0712,0.0924,0.0246,0.0,0.0,67669.511
1,2024-01-04,11:00:00,0.5766,0.0843,0.025,0.0,0.0,67670.1969
1,2024-01-04,11:30:00,0.0723,0.092,0.0263,0.0,0.0,67670.3875
1,2024-01-04,12:00:00,0.0693,0.099,0.0266,0.0,0.0,67670.5824
1,2024-01-04,12:30:00,0.0703,0.0933,0.0233,0.0,0.0,67670.7693
1,2024-01-04,13:00:00,0.586,0.0873,0.0273,0.0,0.0,67671.4699
1,2024-01-04,13:30:00,0.0765,0.0906,0.0236,0.0,0.0,67671.6606
1,2024-01-04,14:00:00,0.6156,0.0837,0.0253,0.0,0.0,67672.3852
1,2024-01-04,14:30:00,0.6023,0.0982,0.0275,0.0,0.0,67673.1132
1,2024-01-04,15:00:00,0.6432,0.0959,0.0257,0.0,0.0,67673.878
1,2024-01-04,15:30:00,0.0785,0.0847,0.0233,0.0,0.0,67674.0645
1,2024-01-04,16:00:00,0.0724,0.0998,0.0244,0.0,0.0,67674.2611
1,2024-01-04,16:30:00,0.0822,0.1007,0.0265,0.0,0.0,67674.4705
1,2024-01-04,17:00:00,0.0788,0.0899,0.0266,0.0,0.0,67674.6658
1,2024-01-04,17:30:00,0.5807,0.0834,0.0271,0.0,0.0,67675.357
1,2024-01-04,18:00:00,0.0707,0.0934,0.0255,0.0435,0.0,67675.5901
1,2024-01-04,18:30:00,0.0739,0.0862,0.0243,0.0368,0.0,67675.8113
1,2024-01-04,19:00:00,0.608,0.0842,0.0266,0.04,0.0,67676.5701
1,2024-01-04,19:30:00,0.0808,0.0946,0.0238,0.0374,0.0,67676.8067
1,2024-01-04,20:00:00,0.0717,0.0925,0.0236,0.0385,0.0,67677.033
1,2024-01-04,20:30:00,0.0819,0.0916,0.0246,0.0409,0.0,67677.272
1,2024-01-04,21:00:00,0.6072,0.0053,0.0249,0.0405,0.0,67677.9499
1,2024-01-04,21:30:00,0.0749,0.0053,0.0275,0.0422,0.0,67678.0998
1,2024-01-04,22:00:00,0.0823,0.0051,1.0972,0.04,0.0,67679.3244
1,2024-01-04,22:30:00,0.6348,0.0048,1.033,0.0375,0.0,67681.0345
1,2024-01-04,23:00:00,0.61,0.015,1.0804,0.0,0.0,67682.7399
1,2024-01-04,23:30:00,0.076,0.0149,0.9559,0.0,0.0,67683.7867
1,2024-01-05,00:00:00,0.0767,0.0142,0.9817,0.0,0.0,67684.8593
1,2024-01-05,00:30:00,0.0725,0.0053,0.9323,0.0,0.0,67685.8694
1,2024-01-05,01:00:00,0.0783,0.0048,1.0488,0.0,0.0,67687.0013
1,2024-01-05,01:30:00,0.671,0.0047,0.9449,0.0,0.0,67688.6219
1,2024-01-05,02:00:00,0.5975,0.005,1.0947,0.0,0.0,67690.3191
1,2024-01-05,02:30:00,0.6755,0.0159,0.9524,0.0,0.0,67691.9629
1,2024-01-05,03:00:00,0.6133,0.0054,0.9647,0.0,0.0,67693.5463
1,2024-01-05,03:30:00,0.6268,0.0158,0.9054,0.0,0.0,67695.0943
1,2024-01-05,04:00:00,0.6211,0.0052,1.0925,0.0,0.0,67696.8131
1,2024-01-05,04:30:00,0.6577,0.0148,0.988,0.0,0.0,67698.4736
1,2024-01-05,05:00:00,0.0789,0.0155,0.9862,0.0,0.0,67699.5542
1,2024-01-05,05:30:00,0.5874,0.0045,1.0387,0.0,0.0,67701.1848
1,2024-01-05,06:00:00,0.0697,0.0148,0.0273,0.0,0.0,67701.2966
1,2024-01-05,06:30:00,0.0684,0.0052,0.0267,0.0,0.0,67701.3969
1,2024-01-05,07:00:00,0.5915,0.0053,0.0268,0.0,0.0,67702.0205
1,2024-01-05,07:30:00,0.6256,0.0046,0.0256,0.0,0.0,67702.6763
1,2024-01-05,08:00:00,0.6798,0.0045,0.0244,0.0,0.0,67703.385
1,2024-01-05,08:30:00,0.0773,0.0144,0.0265,0.0,0.0,67703.5032
1,2024-01-05,09:00:00,0.0817,0.0141,0.0246,0.0,0.0,67703.6236
1,2024-01-05,09:30:00,0.0719,0.0159,0.0264,0.0,0.0,67703.7378
1,2024-01-05,10:00:00,0.6701,0.0985,0.024,0.0,0.0,67704.5304
1,2024-01-05,10:30:00,0.66,0.0894,0.0233,0.0,0.0,67705.3031
1,2024-01-05,11:00:00,0.6542,0.0871,0.0267,0.0,0.0,67706.0711
1,2024-01-05,11:30:00,0.0813,0.0961,0.025,0.0,0.0,67706.2735
1,2024-01-05,12:00:00,0.6049,0.0959,0.0253,0.0,0.0,67706.9996
1,2024-01-05,12:30:00,0.628,0.0976,0.0267,0.0,0.0,67707.7519
1,2024-01-05,13:00:00,0.6129,0.0827,0.023,0.0,0.0,67708.4705
1,2024-01-05,13:30:00,0.6713,0.0887,0.025,0.0,0.0,67709.2555
1,2024-01-05,14:00:00,0.0675,0.0937,0.0231,0.0,0.0,67709.4398
1,2024-01-05,14:30:00,0.079,0.0836,0.0242,0.0,0.0,67709.6266
1,2024-01-05,15:00:00,0.0682,0.0993,0.0246,0.0,0.0,67709.8187
1,2024-01-05,15:30:00,0.6393,0.0932,0.0248,0.0,0.0,67710.576
1,2024-01-05,16:00:00,0.0694,0.0799,0.0246,0.0,0.0,67710.7499
1,2024-01-05,16:30:00,0.0736,0.0976,0.0252,0.0,0.0,67710.9463
1,2024-01-05,17:00:00,0.0816,0.0928,0.0254,0.0,0.0,67711.1461
1,2024-01-05,17:30:00,0.6723,0.0813,0.0267,0.0,0.0,67711.9264
1,2024-01-05,18:00:00,0.6037,0.0871,0.0241,0.0396,0.0,67712.6809
1,2024-01-05,18:30:00,0.0775,0.0931,0.0241,0.0378,0.0,67712.9134
1,2024-01-05,19:00:00,0.0705,0.0949,0.0254,0.042,0.0,67713.1462
1,2024-01-05,19:30:00,0.0776,0.0953,0.027,0.0382,0.0,67713.3843
1,2024-01-05,20:00:00,0.6486,0.0846,0.0268,0.0433,0.0,67714.1876
1,2024-01-05,20:30:00,0.6516,0.0802,0.0252,0.0438,0.0,67714.9884
1,2024-01-05,21:00:00,0.0702,0.0046,0.025,0.042,0.0,67715.1302
1,2024-01-05,21:30:00,0.0693,0.0138,0.0238,0.0382,0.0,67715.2753
1,2024-01-05,22:00:00,0.0758,0.0146,1.0365,0.0367,0.0,67716.4389
1,2024-01-05,22:30:00,0.5785,0.0152,0.966,0.0361,0.0,67718.0347
1,2024-01-05,23:00:00,0.6399,0.0047,1.0233,0.0,0.0,67719.7026
1,2024-01-05,23:30:00,0.6743,0.0046,1.0606,0.0,0.0,67721.4421
1,2024-01-06,00:00:00,0.0746,0.0048,1.0527,0.0,0.0,67722.5742
1,2024-01-06,00:30:00,0.6584,0.005,1.0639,0.0,0.0,67724.3015
1,2024-01-06,01:00:00,0.0809,0.0159,0.9438,0.0,0.0,67725.3421
1,2024-01-06,01:30:00,0.0721,0.0138,1.0848,0.0,0.0,67726.5128
1,2024-01-06,02:00:00,0.6736,0.0051,0.924,0.0,0.0,67728.1155
1,2024-01-06,02:30:00,0.0678,0.016,0.9219,0.0,0.0,67729.1212
1,2024-01-06,03:00:00,0.0758,0.0047,1.0361,0.0,0.0,67730.2378
1,2024-01-06,03:30:00,0.0712,0.0147,0.9603,0.0,0.0,67731.284
1,2024-01-06,04:00:00,0.073,0.0149,1.0852,0.0,0.0,67732.4571
1,2024-01-06,04:30:00,0.0683,0.0145,1.0445,0.0,0.0,67733.5844
1,2024-01-06,05:00:00,0.6653,0.0055,1.0375,0.0,0.0,67735.2927
1,2024-01-06,05:30:00,0.079,0.0051,1.0482,0.0,0.0,67736.425
1,2024-01-06,06:00:00,0.0707,0.0144,0.0238,0.0,0.0,67736.5339
1,2024-01-06,06:30:00,0.6453,0.0054,0.0232,0.0,0.0,67737.2078
1,2024-01-06,07:00:00,0.0806,0.0055,0.0264,0.0,0.0,67737.3203
1,2024-01-06,07:30:00,0.0764,0.0047,0.0238,0.0,0.0,67737.4252
1,2024-01-06,08:00:00,0.0776,0.0146,0.0235,0.0,0.0,67737.5409
1,2024-01-06,08:30:00,0.0785,0.0047,0.0264,0.0,0.0,67737.6505
1,2024-01-06,09:00:00,0.619,0.0049,0.0261,0.0,0.0,67738.3005
1,2024-01-06,09:30:00,0.08,0.0151,0.0248,0.0,0.0,67738.4204
1,2024-01-06,10:00:00,0.6178,0.0838,0.0225,0.0,0.0,67739.1445
1,2024-01-06,10:30:00,0.6324,0.0809,0.0245,0.0,0.0,67739.8823
1,2024-01-06,11:00:00,0.6584,0.0904,0.0266,0.0,0.0,67740.6577
1,2024-01-06,11:30:00,0.5884,0.0828,0.0259,0.0,0.0,67741.3548
1,2024-01-06,12:00:00,0.6009,0.0986,0.0229,0.0,0.0,67742.0772
1,2024-01-06,12:30:00,0.6701,0.0872,0.0248,0.0,0.0,67742.8593
1,2024-01-06,13:00:00,0.0696,0.0941,0.0273,0.0,0.0,67743.0503
1,2024-01-06,13:30:00,0.0753,0.0928,0.0226,0.0,0.0,67743.241
1,2024-01-06,14:00:00,0.6491,0.0784,0.0272,0.0,0.0,67743.9957
1,2024-01-06,14:30:00,0.613,0.0984,0.0253,0.0,0.0,67744.7324
1,2024-01-06,15:00:00,0.0797,0.0837,0.0269,0.0,0.0,67744.9227
1,2024-01-06,15:30:00,0.0714,0.0908,0.027,0.0,0.0,67745.1119
1,2024-01-06,16:00:00,0.0714,0.0821,0.0245,0.0,0.0,67745.2899
1,2024-01-06,16:30:00,0.0687,0.0905,0.0257,0.0,0.0,67745.4748
1,2024-01-06,17:00:00,0.5671,0.0776,0.0261,0.0,0.0,67746.1456
1,2024-01-06,17:30:00,0.0755,0.0984,0.0241,0.0,0.0,67746.3436
1,2024-01-06,18:00:00,0.0786,0.0922,0.0265,0.0384,0.0,67746.5793
1,2024-01-06,18:30:00,0.5774,0.0879,0.0249,0.0408,0.0,67747.3103
1,2024-01-06,19:00:00,0.6102,0.0788,0.0235,0.043,0.0,67748.0658
1,2024-01-06,19:30:00,0.5967,0.0797,0.0248,0.0369,0.0,67748.8039
1,2024-01-06,20:00:00,0.6341,0.0833,0.0254,0.0389,0.0,67749.5856
1,2024-01-06,20:30:00,0.0766,0.0923,0.0262,0.038,0.0,67749.8187
1,2024-01-06,21:00:00,0.0733,0.0047,0.0273,0.0398,0.0,67749.9638
1,2024-01-06,21:30:00,0.5803,0.0054,0.0251,0.0424,0.0,67750.617
1,2024-01-06,22:00:00,0.0691,0.0048,0.9272,0.0379,0.0,67751.656
1,2024-01-06,22:30:00,0.6365,0.0048,0.9216,0.0383,0.0,67753.2572
1,2024-01-06,23:00:00,0.6373,0.0051,1.0181,0.0,0.0,67754.9177
1,2024-01-06,23:30:00,0.0724,0.0053,1.0957,0.0,0.0,67756.0911
1,2024-01-07,00:00:00,0.6705,0.0055,0.9813,0.0,0.0,67757.7484
1,2024-01-07,00:30:00,0.6793,0.0156,1.0541,0.0,0.0,67759.4974
1,2024-01-07,01:00:00,0.0777,0.0051,0.9296,0.0,0.0,67760.5098
1,2024-01-07,01:30:00,0.646,0.0046,0.9311,0.0,0.0,67762.0915
1,2024-01-07,02:00:00,0.61,0.0045,0.9393,0.0,0.0,67763.6453
1,2024-01-07,02:30:00,0.0743,0.0054,1.0023,0.0,0.0,67764.7273
1,2024-01-07,03:00:00,0.0787,0.0158,0.9899,0.0,0.0,67765.8117
1,2024-01-07,03:30:00,0.0731,0.0049,0.9624,0.0,0.0,67766.8521
1,2024-01-07,04:00:00,0.0787,0.0055,1.0976,0.0,0.0,67768.0339
1,2024-01-07,04:30:00,0.6677,0.005,1.0423,0.0,0.0,67769.7489
1,2024-01-07,05:00:00,0.6697,0.0154,1.038,0.0,0.0,67771.472
1,2024-01-07,05:30:00,0.5874,0.0048,1.082,0.0,0.0,67773.1462
1,2024-01-07,06:00:00,0.6377,0.0157,0.026,0.0,0.0,67773.8256
1,2024-01-07,06:30:00,0.5639,0.0046,0.0255,0.0,0.0,67774.4196
1,2024-01-07,07:00:00,0.0818,0.0152,0.0265,0.0,0.0,67774.5431
1,2024-01-07,07:30:00,0.0792,0.0048,0.0247,0.0,0.0,67774.6518
1,2024-01-07,08:00:00,0.6198,0.0139,0.023,0.0,0.0,67775.3085
1,2024-01-07,08:30:00,0.0684,0.0047,0.0248,0.0,0.0,67775.4064
1,2024-01-07,09:00:00,0.623,0.0162,0.0259,0.0,0.0,67776.0715
1,2024-01-07,09:30:00,0.0747,0.0052,0.0257,0.0,0.0,67776.1771
1,2024-01-07,10:00:00,0.0823,0.0849,0.0229,0.0,0.0,67776.3672
1,2024-01-07,10:30:00,0.5853,0.087,0.0263,0.0,0.0,67777.0658
1,2024-01-07,11:00:00,0.0733,0.0875,0.0244,0.0,0.0,67777.251
1,2024-01-07,11:30:00,0.6506,0.0806,0.0236,0.0,0.0,67778.0058
1,2024-01-07,12:00:00,0.0718,0.0941,0.0274,0.0,0.0,67778.1991
1,2024-01-07,12:30:00,0.0793,0.0897,0.0227,0.0,0.0,67778.3908
1,2024-01-07,13:00:00,0.0687,0.0985,0.0252,0.0,0.0,67778.5832
1,2024-01-07,13:30:00,0.0688,0.0881,0.0261,0.0,0.0,67778.7662
1,2024-01-07,14:00:00,0.0777,0.0999,0.0231,0.0,0.0,67778.9669
1,2024-01-07,14:30:00,0.6726,0.0887,0.0271,0.0,0.0,67779.7553
