house_id,date,date_range,time,white_goods,entertainment,air_conditioners,lighting,ev_charges,meter_reading,consumed_power
1,02-01-2024,jan_1,16:00:00,0.6584,0.0936,0.0257,0,0,67611.9904,0.7777
1,02-01-2024,jan_1,16:30:00,0.0729,0.0867,0.0234,0,0,67612.1734,0.183
1,02-01-2024,jan_1,17:00:00,0.6119,0.085,0.0233,0,0,67612.8936,0.7202
1,02-01-2024,jan_1,17:30:00,0.604,0.0952,0.0272,0,0,67613.62,0.7264
1,02-01-2024,jan_1,18:00:00,0.6126,0.0912,0.027,0.0423,0,67614.3931,0.7731
1,02-01-2024,jan_1,18:30:00,0.0764,0.0869,0.0256,0.0363,0,67614.6183,0.2252
1,02-01-2024,jan_1,19:00:00,0.0753,0.0862,0.0241,0.0421,0,67614.846,0.2277
1,02-01-2024,jan_1,19:30:00,0.5875,0.0965,0.0249,0.0402,0,67615.5951,0.7491
1,02-01-2024,jan_1,20:00:00,0.082,0.089,0.0264,0.0388,0,67615.8313,0.2362
1,02-01-2024,jan_1,20:30:00,0.6524,0.0979,0.0242,0.0422,0,67616.648,0.8167
1,02-01-2024,jan_1,21:00:00,0.075,0.0161,0.0228,0.0383,0,67616.8002,0.1522
1,02-01-2024,jan_1,21:30:00,0.6376,0.005,0.0229,0.0385,0,67617.5042,0.704
1,02-01-2024,jan_1,22:00:00,0.6427,0.015,1.0787,0.0439,0,67619.2845,1.7803
1,02-01-2024,jan_1,22:30:00,0.6744,0.005,0.9654,0.0362,0,67620.9655,1.681
1,02-01-2024,jan_1,23:00:00,0.6378,0.0048,1.0013,0,0,67622.6094,1.6439
1,02-01-2024,jan_1,23:30:00,0.5892,0.0154,1.0469,0,0,67624.2609,1.6515
1,03-01-2024,jan_1,00:00:00,0.6438,0.0162,1.0315,0,0,67625.9524,1.6915
1,03-01-2024,jan_1,00:30:00,0.6213,0.0048,1.0395,0,0,67627.618,1.6656
1,03-01-2024,jan_1,01:00:00,0.0755,0.0144,1.0599,0,0,67628.7678,1.1498
1,03-01-2024,jan_1,01:30:00,0.0747,0.0048,1.0084,0,0,67629.8557,1.0879
1,03-01-2024,jan_1,02:00:00,0.0775,0.0048,0.992,0,0,67630.93,1.0743
1,03-01-2024,jan_1,02:30:00,0.0812,0.0049,1.0259,0,0,67632.042,1.112
1,03-01-2024,jan_1,03:00:00,0.078,0.016,0.9008,0,0,67633.0368,0.9948
1,03-01-2024,jan_1,03:30:00,0.0752,0.0051,0.9776,0,0,67634.0947,1.0579
1,03-01-2024,jan_1,04:00:00,0.0755,0.0142,0.9715,0,0,67635.1559,1.0612
1,03-01-2024,jan_1,04:30:00,0.6483,0.0146,0.932,0,0,67636.7508,1.5949
1,03-01-2024,jan_1,05:00:00,0.077,0.0054,0.9811,0,0,67637.8143,1.0635
1,03-01-2024,jan_1,05:30:00,0.6045,0.0047,1.0478,0,0,67639.4713,1.657
1,03-01-2024,jan_1,06:00:00,0.6196,0.0151,0.0273,0,0,67640.1333,0.662
1,03-01-2024,jan_1,06:30:00,0.601,0.0052,0.0231,0,0,67640.7626,0.6293
1,03-01-2024,jan_1,07:00:00,0.5725,0.0139,0.0262,0,0,67641.3752,0.6126
1,03-01-2024,jan_1,07:30:00,0.6418,0.0054,0.0227,0,0,67642.0451,0.6699
1,03-01-2024,jan_1,08:00:00,0.073,0.0053,0.0245,0,0,67642.1479,0.1028
1,03-01-2024,jan_1,08:30:00,0.0777,0.005,0.0244,0,0,67642.255,0.1071
1,03-01-2024,jan_1,09:00:00,0.5695,0.005,0.0272,0,0,67642.8567,0.6017
1,03-01-2024,jan_1,09:30:00,0.0766,0.005,0.0256,0,0,67642.9639,0.1072
1,03-01-2024,jan_1,10:00:00,0.6244,0.091,0.0273,0,0,67643.7066,0.7427
1,03-01-2024,jan_1,10:30:00,0.0726,0.0924,0.0231,0,0,67643.8947,0.1881
1,03-01-2024,jan_1,11:00:00,0.6421,0.0838,0.0241,0,0,67644.6447,0.75
1,03-01-2024,jan_1,11:30:00,0.0723,0.0839,0.0248,0,0,67644.8257,0.181
1,03-01-2024,jan_1,12:00:00,0.0788,0.099,0.0246,0,0,67645.0281,0.2024
1,03-01-2024,jan_1,12:30:00,0.6209,0.0904,0.0243,0,0,67645.7637,0.7356
1,03-01-2024,jan_1,13:00:00,0.5695,0.0919,0.025,0,0,67646.4501,0.6864
1,03-01-2024,jan_1,13:30:00,0.616,0.0807,0.0257,0,0,67647.1725,0.7224
1,03-01-2024,jan_1,14:00:00,0.6467,0.0919,0.0245,0,0,67647.9356,0.7631
1,03-01-2024,jan_1,14:30:00,0.6398,0.0964,0.0239,0,0,67648.6957,0.7601
1,03-01-2024,jan_1,15:00:00,0.5737,0.0833,0.0261,0,0,67649.3788,0.6831
1,03-01-2024,jan_1,15:30:00,0.0706,0.0954,0.026,0,0,67649.5708,0.192
1,03-01-2024,jan_1,16:00:00,0.0791,0.0941,0.0269,0,0,67649.7709,0.2001
1,03-01-2024,jan_1,16:30:00,0.6245,0.0974,0.0227,0,0,67650.5155,0.7446
1,03-01-2024,jan_1,17:00:00,0.6629,0.0904,0.0275,0,0,67651.2963,0.7808
1,03-01-2024,jan_1,17:30:00,0.5924,0.0892,0.025,0,0,67652.0029,0.7066
1,03-01-2024,jan_1,18:00:00,0.654,0.0851,0.0254,0.0374,0,67652.8048,0.8019
1,03-01-2024,jan_1,18:30:00,0.072,0.0964,0.0226,0.0388,0,67653.0346,0.2298
1,03-01-2024,jan_1,19:00:00,0.074,0.0852,0.0251,0.0405,0,67653.2594,0.2248
1,03-01-2024,jan_1,19:30:00,0.6587,0.092,0.0237,0.0376,0,67654.0714,0.812
1,03-01-2024,jan_1,20:00:00,0.5826,0.0985,0.0243,0.0438,0,67654.8206,0.7492
1,03-01-2024,jan_1,20:30:00,0.5856,0.0854,0.0274,0.0374,0,67655.5564,0.7358
1,03-01-2024,jan_1,21:00:00,0.0767,0.0049,0.0257,0.0388,0,67655.7025,0.1461
1,03-01-2024,jan_1,21:30:00,0.0795,0.005,0.0232,0.0381,0,67655.8483,0.1458
1,03-01-2024,jan_1,22:00:00,0.5999,0.0055,1.0697,0.0428,0,67657.5662,1.7179
1,03-01-2024,jan_1,22:30:00,0.6272,0.0052,1.0302,0.0387,0,67659.2675,1.7013
1,03-01-2024,jan_1,23:00:00,0.0768,0.0047,1.0912,0,0,67660.4402,1.1727
1,03-01-2024,jan_1,23:30:00,0.5699,0.0147,1.0101,0,0,67662.0349,1.5947
1,04-01-2024,jan_1,00:00:00,0.0783,0.005,1.0163,0,0,67663.1345,1.0996
1,04-01-2024,jan_1,00:30:00,0.0793,0.0046,0.9086,0,0,67664.127,0.9925
1,04-01-2024,jan_1,01:00:00,0.0704,0.0154,0.9024,0,0,67665.1152,0.9882
1,04-01-2024,jan_1,01:30:00,0.0798,0.0053,1.0896,0,0,67666.2899,1.1747
1,04-01-2024,jan_1,02:00:00,0.6633,0.015,0.9047,0,0,67667.8729,1.583
1,04-01-2024,jan_1,02:30:00,0.0745,0.0049,0.9309,0,0,67668.8832,1.0103
1,04-01-2024,jan_1,03:00:00,0.0713,0.0153,0.9203,0,0,67669.8901,1.0069
1,04-01-2024,jan_1,03:30:00,0.6597,0.0048,0.9757,0,0,67671.5303,1.6402
1,04-01-2024,jan_1,04:00:00,0.0719,0.0053,0.993,0,0,67672.6005,1.0702
1,04-01-2024,jan_1,04:30:00,0.0692,0.0147,1.093,0,0,67673.7774,1.1769
1,04-01-2024,jan_1,05:00:00,0.0782,0.0055,1.0481,0,0,67674.9092,1.1318
1,04-01-2024,jan_1,05:30:00,0.0727,0.0053,1.098,0,0,67676.0852,1.176
1,04-01-2024,jan_1,06:00:00,0.6618,0.0055,0.0252,0,0,67676.7777,0.6925
1,04-01-2024,jan_1,06:30:00,0.0741,0.0144,0.0238,0,0,67676.89,0.1123
1,04-01-2024,jan_1,07:00:00,0.6277,0.0153,0.026,0,0,67677.559,0.669
1,04-01-2024,jan_1,07:30:00,0.5707,0.0051,0.0236,0,0,67678.1584,0.5994
1,04-01-2024,jan_1,08:00:00,0.0726,0.015,0.0245,0,0,67678.2705,0.1121
1,04-01-2024,jan_1,08:30:00,0.5916,0.0049,0.0229,0,0,67678.8899,0.6194
1,04-01-2024,jan_1,09:00:00,0.6246,0.0153,0.0238,0,0,67679.5536,0.6637
1,04-01-2024,jan_1,09:30:00,0.6052,0.0152,0.027,0,0,67680.201,0.6474
1,04-01-2024,jan_1,10:00:00,0.07,0.0993,0.0233,0,0,67680.3936,0.1926
1,04-01-2024,jan_1,10:30:00,0.0704,0.0869,0.0244,0,0,67680.5753,0.1817
1,04-01-2024,jan_1,11:00:00,0.0724,0.0908,0.0255,0,0,67680.764,0.1887
1,04-01-2024,jan_1,11:30:00,0.6778,0.0913,0.0229,0,0,67681.556,0.792
1,04-01-2024,jan_1,12:00:00,0.0676,0.0866,0.027,0,0,67681.7372,0.1812
1,04-01-2024,jan_1,12:30:00,0.0769,0.0809,0.023,0,0,67681.918,0.1808
1,04-01-2024,jan_1,13:00:00,0.6095,0.09,0.0255,0,0,67682.643,0.725
1,04-01-2024,jan_1,13:30:00,0.6629,0.0944,0.0263,0,0,67683.4266,0.7836
1,04-01-2024,jan_1,14:00:00,0.0786,0.0905,0.0264,0,0,67683.6221,0.1955
1,04-01-2024,jan_1,14:30:00,0.6188,0.0842,0.0232,0,0,67684.3483,0.7262
1,04-01-2024,jan_1,15:00:00,0.6017,0.0899,0.0255,0,0,67685.0654,0.7171
1,04-01-2024,jan_1,15:30:00,0.0725,0.0979,0.024,0,0,67685.2598,0.1944
1,04-01-2024,jan_1,16:00:00,0.6747,0.0858,0.0233,0,0,67686.0436,0.7838
1,04-01-2024,jan_1,16:30:00,0.6466,0.0838,0.0235,0,0,67686.7975,0.7539
1,04-01-2024,jan_1,17:00:00,0.0695,0.0979,0.0229,0,0,67686.9878,0.1903
1,04-01-2024,jan_1,17:30:00,0.5992,0.0937,0.0226,0,0,67687.7033,0.7155
1,04-01-2024,jan_1,18:00:00,0.0784,0.0802,0.023,0.04,0,67687.9249,0.2216
1,04-01-2024,jan_1,18:30:00,0.6215,0.0858,0.0236,0.0419,0,67688.6977,0.7728
1,04-01-2024,jan_1,19:00:00,0.6583,0.0912,0.0234,0.041,0,67689.5116,0.8139
1,04-01-2024,jan_1,19:30:00,0.5892,0.0935,0.0272,0.0427,0,67690.2642,0.7526
1,04-01-2024,jan_1,20:00:00,0.0719,0.0865,0.0272,0.039,0,67690.4888,0.2246
1,04-01-2024,jan_1,20:30:00,0.5957,0.0844,0.0264,0.0397,0,67691.235,0.7462
1,04-01-2024,jan_1,21:00:00,0.0681,0.0145,0.0239,0.0427,0,67691.3842,0.1492
1,04-01-2024,jan_1,21:30:00,0.074,0.0046,0.0247,0.0424,0,67691.5299,0.1457
1,04-01-2024,jan_1,22:00:00,0.6169,0.0049,0.9943,0.0435,0,67693.1895,1.6596
1,04-01-2024,jan_1,22:30:00,0.0797,0.0144,0.9198,0.0411,0,67694.2445,1.055
1,04-01-2024,jan_1,23:00:00,0.0791,0.0151,1.0608,0,0,67695.3995,1.155
1,04-01-2024,jan_1,23:30:00,0.6375,0.0049,1.0793,0,0,67697.1212,1.7217
1,05-01-2024,jan_1,00:00:00,0.0802,0.0048,0.9358,0,0,67698.142,1.0208
1,05-01-2024,jan_1,00:30:00,0.6581,0.0045,0.9395,0,0,67699.7441,1.6021
1,05-01-2024,jan_1,01:00:00,0.6821,0.0054,0.9483,0,0,67701.3799,1.6358
1,05-01-2024,jan_1,01:30:00,0.07,0.0048,0.9828,0,0,67702.4375,1.0576
1,05-01-2024,jan_1,02:00:00,0.0783,0.0047,1.0413,0,0,67703.5618,1.1243
1,05-01-2024,jan_1,02:30:00,0.0823,0.005,0.9104,0,0,67704.5595,0.9977
1,05-01-2024,jan_1,03:00:00,0.6668,0.0154,0.9016,0,0,67706.1433,1.5838
1,05-01-2024,jan_1,03:30:00,0.0751,0.0148,1.0942,0,0,67707.3274,1.1841
1,05-01-2024,jan_1,04:00:00,0.0767,0.005,0.928,0,0,67708.3371,1.0097
1,05-01-2024,jan_1,04:30:00,0.5764,0.0159,1.0702,0,0,67709.9996,1.6625
1,05-01-2024,jan_1,05:00:00,0.0805,0.0054,0.9263,0,0,67711.0118,1.0122
1,05-01-2024,jan_1,05:30:00,0.6627,0.0152,0.9739,0,0,67712.6636,1.6518
1,05-01-2024,jan_1,06:00:00,0.0689,0.0049,0.0263,0,0,67712.7637,0.1001
1,05-01-2024,jan_1,06:30:00,0.0732,0.015,0.0272,0,0,67712.8791,0.1154
1,05-01-2024,jan_1,07:00:00,0.0739,0.0048,0.0244,0,0,67712.9822,0.1031
1,05-01-2024,jan_1,07:30:00,0.0734,0.0053,0.0261,0,0,67713.087,0.1048
1,05-01-2024,jan_1,08:00:00,0.6248,0.0045,0.026,0,0,67713.7423,0.6553
1,05-01-2024,jan_1,08:30:00,0.07,0.0153,0.0234,0,0,67713.851,0.1087
1,05-01-2024,jan_1,09:00:00,0.6712,0.0046,0.0254,0,0,67714.5522,0.7012
1,05-01-2024,jan_1,09:30:00,0.5771,0.0052,0.0254,0,0,67715.1599,0.6077
1,05-01-2024,jan_1,10:00:00,0.6462,0.0922,0.0254,0,0,67715.9237,0.7638
1,05-01-2024,jan_1,10:30:00,0.0821,0.092,0.0275,0,0,67716.1253,0.2016
1,05-01-2024,jan_1,11:00:00,0.0748,0.0904,0.0234,0,0,67716.3139,0.1886
1,05-01-2024,jan_1,11:30:00,0.582,0.0816,0.0255,0,0,67717.003,0.6891
1,05-01-2024,jan_1,12:00:00,0.0773,0.0847,0.0271,0,0,67717.1921,0.1891
1,05-01-2024,jan_1,12:30:00,0.604,0.1002,0.0268,0,0,67717.9231,0.731
1,05-01-2024,jan_1,13:00:00,0.0811,0.0808,0.0243,0,0,67718.1093,0.1862
1,05-01-2024,jan_1,13:30:00,0.0756,0.0929,0.027,0,0,67718.3048,0.1955
1,05-01-2024,jan_1,14:00:00,0.0783,0.0842,0.0236,0,0,67718.4909,0.1861
1,05-01-2024,jan_1,14:30:00,0.0816,0.0831,0.0235,0,0,67718.6791,0.1882
1,05-01-2024,jan_1,15:00:00,0.074,0.0917,0.0274,0,0,67718.8722,0.1931
1,05-01-2024,jan_1,15:30:00,0.6613,0.0923,0.0237,0,0,67719.6495,0.7773
1,05-01-2024,jan_1,16:00:00,0.6069,0.0903,0.0233,0,0,67720.37,0.7205
1,05-01-2024,jan_1,16:30:00,0.0685,0.0878,0.0265,0,0,67720.5528,0.1828
1,05-01-2024,jan_1,17:00:00,0.0815,0.0861,0.0274,0,0,67720.7478,0.195
1,05-01-2024,jan_1,17:30:00,0.6012,0.0942,0.023,0,0,67721.4662,0.7184
1,05-01-2024,jan_1,18:00:00,0.6716,0.0847,0.027,0.0361,0,67722.2856,0.8194
1,05-01-2024,jan_1,18:30:00,0.6459,0.0846,0.023,0.0371,0,67723.0762,0.7906
1,05-01-2024,jan_1,19:00:00,0.0784,0.0876,0.0231,0.0396,0,67723.3049,0.2287
1,05-01-2024,jan_1,19:30:00,0.5809,0.1035,0.0257,0.0434,0,67724.0584,0.7535
1,05-01-2024,jan_1,20:00:00,0.0811,0.0922,0.0228,0.0428,0,67724.2973,0.2389
1,05-01-2024,jan_1,20:30:00,0.6438,0.0817,0.0274,0.042,0,67725.0922,0.7949
1,05-01-2024,jan_1,21:00:00,0.0745,0.0146,0.0259,0.0383,0,67725.2455,0.1533
1,05-01-2024,jan_1,21:30:00,0.6362,0.0159,0.0252,0.0435,0,67725.9663,0.7208
1,05-01-2024,jan_1,22:00:00,0.6651,0.016,1.0146,0.0363,0,67727.6983,1.732
1,05-01-2024,jan_1,22:30:00,0.0807,0.0053,0.9116,0.0397,0,67728.7356,1.0373
1,05-01-2024,jan_1,23:00:00,0.0806,0.0137,1.0611,0,0,67729.891,1.1554
1,05-01-2024,jan_1,23:30:00,0.5869,0.0048,1.0855,0,0,67731.5682,1.6772
1,06-01-2024,jan_1,00:00:00,0.6594,0.015,1.0049,0,0,67733.2475,1.6793
1,06-01-2024,jan_1,00:30:00,0.6254,0.0054,0.9842,0,0,67734.8625,1.615
1,06-01-2024,jan_1,01:00:00,0.0796,0.016,1.0381,0,0,67735.9962,1.1337
1,06-01-2024,jan_1,01:30:00,0.0723,0.0052,1.05,0,0,67737.1237,1.1275
1,06-01-2024,jan_1,02:00:00,0.6732,0.0147,1.0694,0,0,67738.881,1.7573
1,06-01-2024,jan_1,02:30:00,0.0749,0.0144,0.9715,0,0,67739.9418,1.0608
1,06-01-2024,jan_1,03:00:00,0.6122,0.0147,0.9142,0,0,67741.4829,1.5411
1,06-01-2024,jan_1,03:30:00,0.6307,0.0046,0.9681,0,0,67743.0863,1.6034
1,06-01-2024,jan_1,04:00:00,0.6211,0.0052,0.9657,0,0,67744.6783,1.592
1,06-01-2024,jan_1,04:30:00,0.0684,0.0149,0.966,0,0,67745.7276,1.0493
1,06-01-2024,jan_1,05:00:00,0.5965,0.0161,0.9029,0,0,67747.2431,1.5155
1,06-01-2024,jan_1,05:30:00,0.5722,0.0052,0.915,0,0,67748.7355,1.4924
1,06-01-2024,jan_1,06:00:00,0.0678,0.0053,0.0237,0,0,67748.8323,0.0968
1,06-01-2024,jan_1,06:30:00,0.628,0.0054,0.0228,0,0,67749.4885,0.6562
1,06-01-2024,jan_1,07:00:00,0.6199,0.0054,0.0259,0,0,67750.1397,0.6512
1,06-01-2024,jan_1,07:30:00,0.0815,0.0053,0.0248,0,0,67750.2513,0.1116
1,06-01-2024,jan_1,08:00:00,0.0703,0.0048,0.0248,0,0,67750.3512,0.0999
1,06-01-2024,jan_1,08:30:00,0.0818,0.0164,0.0252,0,0,67750.4746,0.1234
1,06-01-2024,jan_1,09:00:00,0.0679,0.0046,0.0239,0,0,67750.571,0.0964
1,06-01-2024,jan_1,09:30:00,0.0713,0.0049,0.0246,0,0,67750.6718,0.1008
1,06-01-2024,jan_1,10:00:00,0.5997,0.0935,0.0244,0,0,67751.3894,0.7176
1,06-01-2024,jan_1,10:30:00,0.0742,0.0886,0.0235,0,0,67751.5757,0.1863
1,06-01-2024,jan_1,11:00:00,0.644,0.0851,0.0249,0,0,67752.3297,0.754
1,06-01-2024,jan_1,11:30:00,0.6577,0.0959,0.0235,0,0,67753.1068,0.7771
1,06-01-2024,jan_1,12:00:00,0.074,0.0926,0.0273,0,0,67753.3007,0.1939
1,06-01-2024,jan_1,12:30:00,0.5865,0.0908,0.0244,0,0,67754.0024,0.7017
1,06-01-2024,jan_1,13:00:00,0.5895,0.084,0.0234,0,0,67754.6993,0.6969
1,06-01-2024,jan_1,13:30:00,0.0723,0.1024,0.0257,0,0,67754.8997,0.2004
1,06-01-2024,jan_1,14:00:00,0.6727,0.0935,0.0245,0,0,67755.6904,0.7907
1,06-01-2024,jan_1,14:30:00,0.074,0.0878,0.0269,0,0,67755.8791,0.1887
1,06-01-2024,jan_1,15:00:00,0.0706,0.0959,0.0273,0,0,67756.0729,0.1938
1,06-01-2024,jan_1,15:30:00,0.0779,0.0972,0.0246,0,0,67756.2726,0.1997
1,06-01-2024,jan_1,16:00:00,0.6606,0.0899,0.0233,0,0,67757.0464,0.7738
1,06-01-2024,jan_1,16:30:00,0.6063,0.0967,0.0234,0,0,67757.7728,0.7264
1,06-01-2024,jan_1,17:00:00,0.6258,0.0914,0.0236,0,0,67758.5136,0.7408
1,06-01-2024,jan_1,17:30:00,0.6546,0.0921,0.0261,0,0,67759.2864,0.7728
1,06-01-2024,jan_1,18:00:00,0.6072,0.079,0.0244,0.0391,0,67760.0361,0.7497
1,06-01-2024,jan_1,18:30:00,0.6667,0.09,0.0241,0.0439,0,67760.8608,0.8247
