house_id,date,date_range,time,white_goods,entertainment,air_conditioners,lighting,ev_charges,meter_reading
1,01-01-2024,jan_1,12:30:00,0.0731,0.0939,0.0271,0,0,67569.1449
1,01-01-2024,jan_1,13:00:00,0.0803,0.0864,0.023,0,0,67569.3346
1,01-01-2024,jan_1,13:30:00,0.0725,0.093,0.0252,0,0,67569.5253
1,01-01-2024,jan_1,14:00:00,0.6776,0.0858,0.0245,0,0,67570.3132
1,01-01-2024,jan_1,14:30:00,0.6412,0.0944,0.0226,0,0,67571.0714
1,01-01-2024,jan_1,15:00:00,0.0814,0.0941,0.0239,0,0,67571.2708
1,01-01-2024,jan_1,15:30:00,0.6492,0.0963,0.0241,0,0,67572.0404
1,01-01-2024,jan_1,16:00:00,0.5993,0.1002,0.0235,0,0,67572.7634
1,01-01-2024,jan_1,16:30:00,0.0743,0.0951,0.0227,0,0,67572.9555
1,01-01-2024,jan_1,17:00:00,0.6498,0.0938,0.0241,0,0,67573.7232
1,01-01-2024,jan_1,17:30:00,0.0685,0.094,0.0227,0,0,67573.9084
1,01-01-2024,jan_1,18:00:00,0.081,0.0877,0.0237,0.0423,0,67574.1431
1,01-01-2024,jan_1,18:30:00,0.0689,0.094,0.0265,0.0411,0,67574.3736
1,01-01-2024,jan_1,19:00:00,0.0783,0.0909,0.0267,0.0437,0,67574.6132
1,01-01-2024,jan_1,19:30:00,0.6365,0.08,0.0252,0.0435,0,67575.3984
1,01-01-2024,jan_1,20:00:00,0.6029,0.095,0.0255,0.041,0,67576.1628
1,01-01-2024,jan_1,20:30:00,0.0684,0.098,0.0256,0.0397,0,67576.3945
1,01-01-2024,jan_1,21:00:00,0.6076,0.0054,0.0268,0.0366,0,67577.0709
1,01-01-2024,jan_1,21:30:00,0.6476,0.0049,0.0237,0.0365,0,67577.7836
1,01-01-2024,jan_1,22:00:00,0.0741,0.0051,1.0495,0.0403,0,67578.9526
1,01-01-2024,jan_1,22:30:00,0.6581,0.0052,0.9244,0.0367,0,67580.577
1,01-01-2024,jan_1,23:00:00,0.6625,0.0155,0.9174,0,0,67582.1724
1,01-01-2024,jan_1,23:30:00,0.0764,0.0156,1.0428,0,0,67583.3072
1,02-01-2024,jan_1,00:00:00,0.0797,0.0053,1.0813,0,0,67584.4735
1,02-01-2024,jan_1,00:30:00,0.6659,0.0048,1.0201,0,0,67586.1643
1,02-01-2024,jan_1,01:00:00,0.6027,0.0146,1.0894,0,0,67587.871
1,02-01-2024,jan_1,01:30:00,0.076,0.005,1.0284,0,0,67588.9804
1,02-01-2024,jan_1,02:00:00,0.0805,0.0147,0.9341,0,0,67590.0097
1,02-01-2024,jan_1,02:30:00,0.0805,0.0153,0.9321,0,0,67591.0376
1,02-01-2024,jan_1,03:00:00,0.0709,0.0139,0.9682,0,0,67592.0906
1,02-01-2024,jan_1,03:30:00,0.6277,0.0143,1.0219,0,0,67593.7545
1,02-01-2024,jan_1,04:00:00,0.0711,0.0051,1.0628,0,0,67594.8935
1,02-01-2024,jan_1,04:30:00,0.5938,0.0054,0.9047,0,0,67596.3974
1,02-01-2024,jan_1,05:00:00,0.6194,0.0047,0.9951,0,0,67598.0166
1,02-01-2024,jan_1,05:30:00,0.6535,0.0153,1.0353,0,0,67599.7207
1,02-01-2024,jan_1,06:00:00,0.071,0.0045,0.0275,0,0,67599.8237
1,02-01-2024,jan_1,06:30:00,0.0763,0.015,0.0236,0,0,67599.9386
1,02-01-2024,jan_1,07:00:00,0.0753,0.0048,0.0254,0,0,67600.0441
1,02-01-2024,jan_1,07:30:00,0.0773,0.0054,0.0228,0,0,67600.1496
1,02-01-2024,jan_1,08:00:00,0.0738,0.005,0.0271,0,0,67600.2555
1,02-01-2024,jan_1,08:30:00,0.6268,0.0047,0.0266,0,0,67600.9136
1,02-01-2024,jan_1,09:00:00,0.6147,0.0046,0.0238,0,0,67601.5567
1,02-01-2024,jan_1,09:30:00,0.6093,0.0047,0.0242,0,0,67602.1949
1,02-01-2024,jan_1,10:00:00,0.076,0.0946,0.0272,0,0,67602.3927
1,02-01-2024,jan_1,10:30:00,0.0747,0.0865,0.0237,0,0,67602.5776
1,02-01-2024,jan_1,11:00:00,0.0773,0.0917,0.0226,0,0,67602.7692
1,02-01-2024,jan_1,11:30:00,0.0785,0.094,0.0272,0,0,67602.9689
1,02-01-2024,jan_1,12:00:00,0.5741,0.0867,0.0239,0,0,67603.6536
1,02-01-2024,jan_1,12:30:00,0.6144,0.0943,0.0234,0,0,67604.3857
1,02-01-2024,jan_1,13:00:00,0.0728,0.0855,0.0254,0,0,67604.5694
1,02-01-2024,jan_1,13:30:00,0.077,0.0992,0.0257,0,0,67604.7713
1,02-01-2024,jan_1,14:00:00,0.0687,0.0796,0.0262,0,0,67604.9458
1,02-01-2024,jan_1,14:30:00,0.593,0.0914,0.0246,0,0,67605.6548
1,02-01-2024,jan_1,15:00:00,0.0742,0.0843,0.0254,0,0,67605.8387
1,02-01-2024,jan_1,15:30:00,0.593,0.0807,0.0258,0,0,67606.5382
1,02-01-2024,jan_1,16:00:00,0.6483,0.0853,0.024,0,0,67607.2958
1,02-01-2024,jan_1,16:30:00,0.6262,0.0984,0.0237,0,0,67608.0441
1,02-01-2024,jan_1,17:00:00,0.0704,0.09,0.0247,0,0,67608.2292
1,02-01-2024,jan_1,17:30:00,0.0807,0.0921,0.0232,0,0,67608.4252
1,02-01-2024,jan_1,18:00:00,0.0769,0.0934,0.0252,0.038,0,67608.6587
1,02-01-2024,jan_1,18:30:00,0.6303,0.0906,0.0227,0.0386,0,67609.4409
1,02-01-2024,jan_1,19:00:00,0.0734,0.0974,0.0242,0.0375,0,67609.6734
1,02-01-2024,jan_1,19:30:00,0.0689,0.1,0.0239,0.0376,0,67609.9038
1,02-01-2024,jan_1,20:00:00,0.6689,0.0783,0.0227,0.0363,0,67610.71
1,02-01-2024,jan_1,20:30:00,0.6304,0.0985,0.0235,0.0392,0,67611.5016
1,02-01-2024,jan_1,21:00:00,0.0813,0.0147,0.0258,0.0374,0,67611.6608
1,02-01-2024,jan_1,21:30:00,0.6572,0.0053,0.027,0.0407,0,67612.391
1,02-01-2024,jan_1,22:00:00,0.0779,0.0049,1.0052,0.0405,0,67613.5195
1,02-01-2024,jan_1,22:30:00,0.5936,0.0147,0.9469,0.0409,0,67615.1156
1,02-01-2024,jan_1,23:00:00,0.5992,0.005,1.087,0,0,67616.8068
1,02-01-2024,jan_1,23:30:00,0.0716,0.0054,1.0736,0,0,67617.9574
1,03-01-2024,jan_1,00:00:00,0.5653,0.0147,0.9194,0,0,67619.4568
1,03-01-2024,jan_1,00:30:00,0.5839,0.0049,0.9735,0,0,67621.0191
1,03-01-2024,jan_1,01:00:00,0.5858,0.0152,1.003,0,0,67622.6231
1,03-01-2024,jan_1,01:30:00,0.0701,0.0047,1.036,0,0,67623.7339
1,03-01-2024,jan_1,02:00:00,0.0743,0.0155,0.9473,0,0,67624.771
1,03-01-2024,jan_1,02:30:00,0.0722,0.0157,0.9041,0,0,67625.763
1,03-01-2024,jan_1,03:00:00,0.6054,0.0051,0.9868,0,0,67627.3603
1,03-01-2024,jan_1,03:30:00,0.0696,0.0052,0.9899,0,0,67628.425
1,03-01-2024,jan_1,04:00:00,0.582,0.0147,0.94,0,0,67629.9617
1,03-01-2024,jan_1,04:30:00,0.5934,0.0143,1.0959,0,0,67631.6653
1,03-01-2024,jan_1,05:00:00,0.6053,0.0051,0.9,0,0,67633.1757
1,03-01-2024,jan_1,05:30:00,0.0799,0.0048,1.0465,0,0,67634.3069
1,03-01-2024,jan_1,06:00:00,0.5766,0.0046,0.0253,0,0,67634.9134
1,03-01-2024,jan_1,06:30:00,0.0704,0.0051,0.0265,0,0,67635.0154
1,03-01-2024,jan_1,07:00:00,0.5781,0.0142,0.0241,0,0,67635.6318
1,03-01-2024,jan_1,07:30:00,0.0788,0.0149,0.0225,0,0,67635.748
1,03-01-2024,jan_1,08:00:00,0.0745,0.015,0.0252,0,0,67635.8627
1,03-01-2024,jan_1,08:30:00,0.6577,0.014,0.0259,0,0,67636.5603
1,03-01-2024,jan_1,09:00:00,0.6781,0.0144,0.0235,0,0,67637.2763
1,03-01-2024,jan_1,09:30:00,0.5791,0.0142,0.0244,0,0,67637.894
1,03-01-2024,jan_1,10:00:00,0.0715,0.0975,0.0268,0,0,67638.0898
1,03-01-2024,jan_1,10:30:00,0.0751,0.0771,0.0247,0,0,67638.2667
1,03-01-2024,jan_1,11:00:00,0.5687,0.098,0.0225,0,0,67638.9559
1,03-01-2024,jan_1,11:30:00,0.6675,0.0853,0.0261,0,0,67639.7348
1,03-01-2024,jan_1,12:00:00,0.5846,0.08,0.0256,0,0,67640.425
1,03-01-2024,jan_1,12:30:00,0.6,0.0846,0.0249,0,0,67641.1345
1,03-01-2024,jan_1,13:00:00,0.0694,0.0862,0.0249,0,0,67641.315
1,03-01-2024,jan_1,13:30:00,0.6673,0.0907,0.0248,0,0,67642.0978
1,03-01-2024,jan_1,14:00:00,0.0808,0.0967,0.0232,0,0,67642.2985
1,03-01-2024,jan_1,14:30:00,0.0789,0.0918,0.0254,0,0,67642.4946
1,03-01-2024,jan_1,15:00:00,0.6201,0.1017,0.0264,0,0,67643.2428
1,03-01-2024,jan_1,15:30:00,0.6139,0.0989,0.0258,0,0,67643.9814
1,03-01-2024,jan_1,16:00:00,0.6551,0.0849,0.0242,0,0,67644.7456
1,03-01-2024,jan_1,16:30:00,0.5808,0.0997,0.0268,0,0,67645.4529
1,03-01-2024,jan_1,17:00:00,0.6086,0.0905,0.027,0,0,67646.179
1,03-01-2024,jan_1,17:30:00,0.0692,0.083,0.0256,0,0,67646.3568
1,03-01-2024,jan_1,18:00:00,0.6434,0.0837,0.0249,0.0421,0,67647.1509
1,03-01-2024,jan_1,18:30:00,0.0677,0.0903,0.0252,0.0429,0,67647.377
1,03-01-2024,jan_1,19:00:00,0.0817,0.0802,0.0232,0.0427,0,67647.6048
1,03-01-2024,jan_1,19:30:00,0.5789,0.0941,0.027,0.0427,0,67648.3475
1,03-01-2024,jan_1,20:00:00,0.5817,0.0914,0.0254,0.0412,0,67649.0872
1,03-01-2024,jan_1,20:30:00,0.0703,0.0823,0.0246,0.0417,0,67649.3061
1,03-01-2024,jan_1,21:00:00,0.078,0.0158,0.0255,0.0407,0,67649.4661
1,03-01-2024,jan_1,21:30:00,0.5726,0.0047,0.0275,0.0368,0,67650.1077
1,03-01-2024,jan_1,22:00:00,0.0684,0.0144,0.9105,0.0435,0,67651.1445
1,03-01-2024,jan_1,22:30:00,0.0746,0.005,1.0086,0.0431,0,67652.2758
1,03-01-2024,jan_1,23:00:00,0.6658,0.0053,1.0672,0,0,67654.0141
1,03-01-2024,jan_1,23:30:00,0.6721,0.0157,0.9829,0,0,67655.6848
1,04-01-2024,jan_1,00:00:00,0.0819,0.0048,0.9757,0,0,67656.7472
1,04-01-2024,jan_1,00:30:00,0.594,0.0143,0.9172,0,0,67658.2727
1,04-01-2024,jan_1,01:00:00,0.0761,0.0139,1.0326,0,0,67659.3953
1,04-01-2024,jan_1,01:30:00,0.5737,0.0047,0.9209,0,0,67660.8946
1,04-01-2024,jan_1,02:00:00,0.6422,0.0145,1.0179,0,0,67662.5692
1,04-01-2024,jan_1,02:30:00,0.6148,0.0157,0.9217,0,0,67664.1214
1,04-01-2024,jan_1,03:00:00,0.0704,0.0046,1.0763,0,0,67665.2727
1,04-01-2024,jan_1,03:30:00,0.657,0.0047,0.9142,0,0,67666.8486
1,04-01-2024,jan_1,04:00:00,0.5901,0.0054,1.0278,0,0,67668.4719
1,04-01-2024,jan_1,04:30:00,0.0736,0.0144,0.9319,0,0,67669.4918
1,04-01-2024,jan_1,05:00:00,0.0763,0.0146,1.0481,0,0,67670.6308
1,04-01-2024,jan_1,05:30:00,0.6503,0.0052,1.0732,0,0,67672.3595
1,04-01-2024,jan_1,06:00:00,0.076,0.0136,0.0226,0,0,67672.4717
1,04-01-2024,jan_1,06:30:00,0.5824,0.0054,0.0262,0,0,67673.0857
1,04-01-2024,jan_1,07:00:00,0.0709,0.0047,0.0263,0,0,67673.1876
1,04-01-2024,jan_1,07:30:00,0.0692,0.005,0.0225,0,0,67673.2843
1,04-01-2024,jan_1,08:00:00,0.0757,0.0143,0.0263,0,0,67673.4006
1,04-01-2024,jan_1,08:30:00,0.0736,0.0156,0.0251,0,0,67673.5149
1,04-01-2024,jan_1,09:00:00,0.0731,0.0151,0.0251,0,0,67673.6282
1,04-01-2024,jan_1,09:30:00,0.0761,0.0049,0.0234,0,0,67673.7326
1,04-01-2024,jan_1,10:00:00,0.6598,0.0862,0.0265,0,0,67674.5051
1,04-01-2024,jan_1,10:30:00,0.6808,0.0928,0.0243,0,0,67675.303
1,04-01-2024,jan_1,11:00:00,0.0708,0.0853,0.0273,0,0,67675.4864
1,04-01-2024,jan_1,11:30:00,0.0742,0.1,0.0234,0,0,67675.684
1,04-01-2024,jan_1,12:00:00,0.0758,0.0907,0.0244,0,0,67675.8749
1,04-01-2024,jan_1,12:30:00,0.0773,0.0848,0.0248,0,0,67676.0618
1,04-01-2024,jan_1,13:00:00,0.0809,0.0879,0.0268,0,0,67676.2574
1,04-01-2024,jan_1,13:30:00,0.0775,0.0994,0.0247,0,0,67676.459
1,04-01-2024,jan_1,14:00:00,0.6138,0.0941,0.0258,0,0,67677.1927
1,04-01-2024,jan_1,14:30:00,0.6071,0.0938,0.0261,0,0,67677.9197
1,04-01-2024,jan_1,15:00:00,0.638,0.0961,0.0255,0,0,67678.6793
1,04-01-2024,jan_1,15:30:00,0.5947,0.0866,0.0274,0,0,67679.388
1,04-01-2024,jan_1,16:00:00,0.075,0.0995,0.0239,0,0,67679.5864
1,04-01-2024,jan_1,16:30:00,0.6686,0.0944,0.0231,0,0,67680.3725
1,04-01-2024,jan_1,17:00:00,0.0741,0.0956,0.0234,0,0,67680.5656
1,04-01-2024,jan_1,17:30:00,0.678,0.0827,0.0273,0,0,67681.3536
1,04-01-2024,jan_1,18:00:00,0.6293,0.088,0.0263,0.0432,0,67682.1404
1,04-01-2024,jan_1,18:30:00,0.6813,0.0997,0.0265,0.0375,0,67682.9854
1,04-01-2024,jan_1,19:00:00,0.654,0.0928,0.0256,0.0406,0,67683.7984
1,04-01-2024,jan_1,19:30:00,0.6504,0.1018,0.0273,0.0379,0,67684.6158
1,04-01-2024,jan_1,20:00:00,0.0677,0.0905,0.0265,0.0386,0,67684.8391
1,04-01-2024,jan_1,20:30:00,0.5839,0.0824,0.0235,0.0429,0,67685.5718
1,04-01-2024,jan_1,21:00:00,0.0718,0.0152,0.0257,0.0379,0,67685.7224
1,04-01-2024,jan_1,21:30:00,0.0802,0.0151,0.0256,0.0422,0,67685.8855
1,04-01-2024,jan_1,22:00:00,0.5884,0.0048,0.9813,0.0366,0,67687.4966
1,04-01-2024,jan_1,22:30:00,0.6382,0.005,1.0782,0.036,0,67689.254
1,04-01-2024,jan_1,23:00:00,0.0757,0.0146,1.0895,0,0,67690.4338
1,04-01-2024,jan_1,23:30:00,0.588,0.0051,1.0876,0,0,67692.1145
1,05-01-2024,jan_1,00:00:00,0.0744,0.0049,1.0391,0,0,67693.2329
1,05-01-2024,jan_1,00:30:00,0.6332,0.0048,1.037,0,0,67694.9079
1,05-01-2024,jan_1,01:00:00,0.0763,0.0052,1.0542,0,0,67696.0436
1,05-01-2024,jan_1,01:30:00,0.074,0.0047,1.0338,0,0,67697.1561
1,05-01-2024,jan_1,02:00:00,0.0817,0.0146,1.028,0,0,67698.2804
1,05-01-2024,jan_1,02:30:00,0.6508,0.0052,0.9002,0,0,67699.8366
1,05-01-2024,jan_1,03:00:00,0.5923,0.0152,0.9999,0,0,67701.444
1,05-01-2024,jan_1,03:30:00,0.0794,0.0052,0.9065,0,0,67702.4351
1,05-01-2024,jan_1,04:00:00,0.0786,0.0048,0.9143,0,0,67703.4328
1,05-01-2024,jan_1,04:30:00,0.0752,0.005,0.9036,0,0,67704.4166
1,05-01-2024,jan_1,05:00:00,0.6812,0.0143,1.037,0,0,67706.1491
1,05-01-2024,jan_1,05:30:00,0.0684,0.0054,0.968,0,0,67707.1909
1,05-01-2024,jan_1,06:00:00,0.08,0.015,0.0262,0,0,67707.3121
1,05-01-2024,jan_1,06:30:00,0.5803,0.0054,0.0241,0,0,67707.9219
1,05-01-2024,jan_1,07:00:00,0.6457,0.0155,0.0265,0,0,67708.6096
1,05-01-2024,jan_1,07:30:00,0.6004,0.0047,0.0248,0,0,67709.2395
1,05-01-2024,jan_1,08:00:00,0.6161,0.0151,0.0228,0,0,67709.8935
1,05-01-2024,jan_1,08:30:00,0.0801,0.005,0.0226,0,0,67710.0012
1,05-01-2024,jan_1,09:00:00,0.0729,0.0054,0.0256,0,0,67710.1051
1,05-01-2024,jan_1,09:30:00,0.076,0.0047,0.0239,0,0,67710.2097
1,05-01-2024,jan_1,10:00:00,0.5777,0.0887,0.0261,0,0,67710.9022
1,05-01-2024,jan_1,10:30:00,0.589,0.0911,0.0266,0,0,67711.6089
1,05-01-2024,jan_1,11:00:00,0.0808,0.0951,0.0226,0,0,67711.8074
1,05-01-2024,jan_1,11:30:00,0.0779,0.097,0.0234,0,0,67712.0057
1,05-01-2024,jan_1,12:00:00,0.6044,0.1011,0.0242,0,0,67712.7354
1,05-01-2024,jan_1,12:30:00,0.685,0.0808,0.0245,0,0,67713.5257
1,05-01-2024,jan_1,13:00:00,0.08,0.0999,0.0265,0,0,67713.7321
1,05-01-2024,jan_1,13:30:00,0.6281,0.0978,0.0228,0,0,67714.4808
1,05-01-2024,jan_1,14:00:00,0.5767,0.0878,0.0252,0,0,67715.1705
1,05-01-2024,jan_1,14:30:00,0.5746,0.0868,0.0262,0,0,67715.8581
1,05-01-2024,jan_1,15:00:00,0.6386,0.08,0.0262,0,0,67716.6029
1,05-01-2024,jan_1,15:30:00,0.0734,0.0911,0.0264,0,0,67716.7938
1,05-01-2024,jan_1,16:00:00,0.6322,0.0938,0.0246,0,0,67717.5444
1,05-01-2024,jan_1,16:30:00,0.0737,0.0861,0.0261,0,0,67717.7303
1,05-01-2024,jan_1,17:00:00,0.6666,0.1004,0.0234,0,0,67718.5207
1,05-01-2024,jan_1,17:30:00,0.0818,0.0843,0.0227,0,0,67718.7095
1,05-01-2024,jan_1,18:00:00,0.075,0.0943,0.0269,0.0374,0,67718.9431
1,05-01-2024,jan_1,18:30:00,0.0727,0.0857,0.0246,0.04,0,67719.1661
1,05-01-2024,jan_1,19:00:00,0.6003,0.0879,0.0231,0.0415,0,67719.9189
1,05-01-2024,jan_1,19:30:00,0.6385,0.084,0.0267,0.0438,0,67720.7119
1,05-01-2024,jan_1,20:00:00,0.6275,0.0919,0.0265,0.04,0,67721.4978
1,05-01-2024,jan_1,20:30:00,0.0695,0.0901,0.0252,0.0406,0,67721.7232
1,05-01-2024,jan_1,21:00:00,0.0804,0.005,0.0249,0.039,0,67721.8725
1,05-01-2024,jan_1,21:30:00,0.6068,0.0158,0.0254,0.0397,0,67722.5602
1,05-01-2024,jan_1,22:00:00,0.6483,0.0141,0.9273,0.0434,0,67724.1933
1,05-01-2024,jan_1,22:30:00,0.0761,0.005,1.0881,0.0364,0,67725.3989
1,05-01-2024,jan_1,23:00:00,0.0688,0.0051,1.024,0,0,67726.4968
1,05-01-2024,jan_1,23:30:00,0.5863,0.0153,0.9141,0,0,67728.0125
1,06-01-2024,jan_1,00:00:00,0.6538,0.0152,1.0199,0,0,67729.7014
1,06-01-2024,jan_1,00:30:00,0.6543,0.0055,0.9125,0,0,67731.2737
1,06-01-2024,jan_1,01:00:00,0.6435,0.0046,1.0211,0,0,67732.9429
1,06-01-2024,jan_1,01:30:00,0.0785,0.0048,1.0368,0,0,67734.063
1,06-01-2024,jan_1,02:00:00,0.6494,0.0153,0.9108,0,0,67735.6385
1,06-01-2024,jan_1,02:30:00,0.0705,0.0152,0.9137,0,0,67736.6379
1,06-01-2024,jan_1,03:00:00,0.642,0.0149,1.0679,0,0,67738.3627
1,06-01-2024,jan_1,03:30:00,0.0717,0.0154,1.0681,0,0,67739.5179
1,06-01-2024,jan_1,04:00:00,0.6648,0.0152,0.9462,0,0,67741.1441
1,06-01-2024,jan_1,04:30:00,0.6126,0.0148,1.0553,0,0,67742.8268
1,06-01-2024,jan_1,05:00:00,0.6506,0.0046,0.9513,0,0,67744.4333
1,06-01-2024,jan_1,05:30:00,0.675,0.0153,0.9769,0,0,67746.1005
1,06-01-2024,jan_1,06:00:00,0.6637,0.0154,0.0272,0,0,67746.8068
1,06-01-2024,jan_1,06:30:00,0.6662,0.0138,0.0225,0,0,67747.5093
1,06-01-2024,jan_1,07:00:00,0.6018,0.0048,0.0263,0,0,67748.1422
1,06-01-2024,jan_1,07:30:00,0.6401,0.0149,0.0246,0,0,67748.8218
1,06-01-2024,jan_1,08:00:00,0.6147,0.0048,0.0235,0,0,67749.4648
1,06-01-2024,jan_1,08:30:00,0.0717,0.0142,0.0251,0,0,67749.5758
1,06-01-2024,jan_1,09:00:00,0.5929,0.0051,0.0259,0,0,67750.1997
1,06-01-2024,jan_1,09:30:00,0.0803,0.0051,0.0257,0,0,67750.3108
1,06-01-2024,jan_1,10:00:00,0.6015,0.082,0.0247,0,0,67751.019
1,06-01-2024,jan_1,10:30:00,0.0736,0.0992,0.0229,0,0,67751.2147
1,06-01-2024,jan_1,11:00:00,0.6515,0.0917,0.0258,0,0,67751.9837
1,06-01-2024,jan_1,11:30:00,0.5843,0.0928,0.0244,0,0,67752.6852
1,06-01-2024,jan_1,12:00:00,0.6318,0.0973,0.0233,0,0,67753.4376
1,06-01-2024,jan_1,12:30:00,0.0695,0.0818,0.0228,0,0,67753.6117
1,06-01-2024,jan_1,13:00:00,0.6324,0.0845,0.0227,0,0,67754.3513
1,06-01-2024,jan_1,13:30:00,0.5918,0.0986,0.0248,0,0,67755.0665
1,06-01-2024,jan_1,14:00:00,0.074,0.088,0.0233,0,0,67755.2518
1,06-01-2024,jan_1,14:30:00,0.6804,0.0828,0.0241,0,0,67756.0391
1,06-01-2024,jan_1,15:00:00,0.0816,0.0795,0.0241,0,0,67756.2243
1,06-01-2024,jan_1,15:30:00,0.6005,0.0955,0.0244,0,0,67756.9447
1,06-01-2024,jan_1,16:00:00,0.0809,0.0976,0.0247,0,0,67757.1479
1,06-01-2024,jan_1,16:30:00,0.6393,0.0919,0.0259,0,0,67757.905
1,06-01-2024,jan_1,17:00:00,0.5972,0.0974,0.0269,0,0,67758.6265
1,06-01-2024,jan_1,17:30:00,0.6043,0.0858,0.0253,0,0,67759.3419
1,06-01-2024,jan_1,18:00:00,0.0693,0.0986,0.026,0.0378,0,67759.5736
1,06-01-2024,jan_1,18:30:00,0.0717,0.0946,0.0269,0.0416,0,67759.8084
1,06-01-2024,jan_1,19:00:00,0.5836,0.0918,0.0268,0.0389,0,67760.5495
1,06-01-2024,jan_1,19:30:00,0.6046,0.0886,0.0249,0.0408,0,67761.3084
1,06-01-2024,jan_1,20:00:00,0.0739,0.0811,0.0267,0.0385,0,67761.5286
1,06-01-2024,jan_1,20:30:00,0.6068,0.0874,0.0257,0.0368,0,67762.2853
1,06-01-2024,jan_1,21:00:00,0.075,0.0051,0.0264,0.0404,0,67762.4322
1,06-01-2024,jan_1,21:30:00,0.0716,0.0052,0.0241,0.0409,0,67762.574
1,06-01-2024,jan_1,22:00:00,0.6324,0.0141,0.946,0.0398,0,67764.2063
1,06-01-2024,jan_1,22:30:00,0.0776,0.0141,1.0934,0.044,0,67765.4354
1,06-01-2024,jan_1,23:00:00,0.6347,0.0045,0.955,0,0,67767.0296
1,06-01-2024,jan_1,23:30:00,0.5816,0.0149,1.027,0,0,67768.6531
1,07-01-2024,jan_1,00:00:00,0.0763,0.0142,1.0877,0,0,67769.8313
1,07-01-2024,jan_1,00:30:00,0.6035,0.0143,1.0225,0,0,67771.4716
1,07-01-2024,jan_1,01:00:00,0.082,0.0045,1.0367,0,0,67772.5948
1,07-01-2024,jan_1,01:30:00,0.6655,0.0145,1.0573,0,0,67774.3321
1,07-01-2024,jan_1,02:00:00,0.0688,0.0055,1.0244,0,0,67775.4308
1,07-01-2024,jan_1,02:30:00,0.0751,0.005,1.087,0,0,67776.5979
1,07-01-2024,jan_1,03:00:00,0.6735,0.0045,1.0764,0,0,67778.3523
1,07-01-2024,jan_1,03:30:00,0.6762,0.0045,0.9893,0,0,67780.0223
1,07-01-2024,jan_1,04:00:00,0.07,0.005,1.084,0,0,67781.1813
1,07-01-2024,jan_1,04:30:00,0.6131,0.0155,0.9199,0,0,67782.7298
1,07-01-2024,jan_1,05:00:00,0.0761,0.0048,0.943,0,0,67783.7537
1,07-01-2024,jan_1,05:30:00,0.5739,0.0148,0.9323,0,0,67785.2747
1,07-01-2024,jan_1,06:00:00,0.0795,0.0053,0.0231,0,0,67785.3826
1,07-01-2024,jan_1,06:30:00,0.0757,0.0048,0.0253,0,0,67785.4884
1,07-01-2024,jan_1,07:00:00,0.6482,0.0049,0.0236,0,0,67786.1651
1,07-01-2024,jan_1,07:30:00,0.6015,0.0151,0.0247,0,0,67786.8064
1,07-01-2024,jan_1,08:00:00,0.0736,0.0144,0.0244,0,0,67786.9188
1,07-01-2024,jan_1,08:30:00,0.5902,0.0047,0.023,0,0,67787.5367
1,07-01-2024,jan_1,09:00:00,0.6173,0.0145,0.0246,0,0,67788.1931
